season,week,home_team,away_team,rating_diff,home_field,rest_diff,actual_margin,actual_home_win
2015,14,ARI,MIN,0.236021227259532,1.0,0,3.0,True
2015,14,BAL,SEA,-0.3102219558739627,1.0,0,-29.0,False
2015,14,CAR,ATL,0.1418673678707135,1.0,0,38.0,True
2015,14,CHI,WAS,0.0949435591333938,1.0,1,-3.0,False
2015,14,CIN,PIT,0.1203379602026938,1.0,0,-13.0,False
2015,14,CLE,SF,0.0650176924963905,1.0,0,14.0,True
2015,14,JAX,IND,0.0534422376465725,1.0,0,35.0,True
2015,14,NYJ,TEN,0.077961218099757,1.0,0,22.0,True
2015,14,PHI,BUF,-0.1252566717434325,1.0,0,3.0,True
2015,14,TB,NO,-0.0248231600887753,1.0,0,-7.0,False
2015,14,GB,DAL,0.1025483153695693,1.0,4,21.0,True
2015,14,HOU,NE,-0.1586313648321642,1.0,0,-21.0,False
2015,14,MIA,NYG,-0.0567177227842319,1.0,0,-7.0,False
2015,15,DAL,NYJ,-0.0216963521226245,1.0,0,-3.0,False
2015,15,BAL,KC,-0.1919174768343611,1.0,0,-20.0,False
2015,15,IND,HOU,-0.1020875037184134,1.0,0,-6.0,False
2015,15,JAX,ATL,-0.01099739968124,1.0,0,-6.0,False
2015,15,MIN,CHI,-0.1031730354025047,1.0,3,21.0,True
2015,15,NE,TEN,0.302225568926359,1.0,0,17.0,True
2015,15,NYG,CAR,-0.1060963253186316,1.0,-1,-3.0,False
2015,15,WAS,BUF,-0.1145180356470683,1.0,0,10.0,True
2015,15,SEA,CLE,0.284766134839036,1.0,0,17.0,True
2015,15,PIT,DEN,0.1215620424728049,1.0,0,7.0,True
2015,15,SF,CIN,-0.2951024760101755,1.0,0,-10.0,False
2015,15,PHI,ARI,-0.2467303915594815,1.0,-3,-23.0,False
2015,15,NO,DET,0.1147745135571129,1.0,0,-8.0,False
2015,16,PHI,WAS,-0.050318275630809,1.0,0,-14.0,False
2015,16,ATL,CAR,-0.1459298765552845,1.0,0,7.0,True
2015,16,BAL,PIT,-0.1425086112064391,1.0,0,3.0,True
2015,16,BUF,DAL,0.0997864504072453,1.0,-1,10.0,True
2015,16,DET,SF,0.1635404845569447,1.0,-1,15.0,True
2015,16,KC,CLE,0.1784652687768996,1.0,0,4.0,True
2015,16,MIA,IND,0.0493807203282888,1.0,0,-6.0,False
2015,16,NYJ,NE,-0.187881393075723,1.0,1,6.0,True
2015,16,TB,CHI,-0.0285530288853368,1.0,3,-5.0,False
2015,16,TEN,HOU,-0.0910585741668902,1.0,0,-28.0,False
2015,16,NO,JAX,0.0721536741525636,1.0,-1,11.0,True
2015,16,ARI,GB,0.1161729882097958,1.0,0,30.0,True
2015,16,MIN,NYG,-0.04520285377409,1.0,0,32.0,True
2015,16,DEN,CIN,-0.2096493079428546,1.0,0,3.0,True
2015,17,ATL,NO,-0.0750555632198549,1.0,0,-3.0,False
2015,17,BUF,NYJ,0.0223757090537048,1.0,0,5.0,True
2015,17,CHI,DET,0.0647474695995905,1.0,0,-4.0,False
2015,17,CIN,BAL,0.1968497487242426,1.0,-1,8.0,True
2015,17,CLE,PIT,-0.1111961682092043,1.0,0,-16.0,False
2015,17,DAL,WAS,-0.0601763689566505,1.0,-1,-11.0,False
2015,17,HOU,JAX,0.0335229726782874,1.0,0,24.0,True
2015,17,IND,TEN,0.0229020771609091,1.0,0,6.0,True
2015,17,MIA,NE,-0.2476456565578945,1.0,0,10.0,True
2015,17,NYG,PHI,0.0749694270928372,1.0,-1,-5.0,False
2015,17,ARI,SEA,0.0025541563034769,1.0,0,-30.0,False
2015,17,CAR,TB,0.0898377892399127,1.0,0,28.0,True
2015,17,GB,MIN,0.0680366477754966,1.0,0,-7.0,False
2016,4,CIN,MIA,-0.0896392521950097,1.0,0,15.0,True
2016,4,JAX,IND,-0.1274410484735795,0.0,0,3.0,True
2016,4,ATL,CAR,0.0255594704783991,1.0,-1,15.0,True
2016,4,CHI,DET,-0.1321408533060864,1.0,0,3.0,True
2016,4,HOU,TEN,0.0374160291178105,1.0,3,7.0,True
2016,4,NE,BUF,0.3248602396958882,1.0,3,-16.0,False
