season,week,half_life,home_team,away_team,rating_diff,home_field,rest_diff,actual_margin,actual_home_win
2017,4,20,DAL,LA,-0.0745767478229463,1.0,-4,-5.0,False
2017,4,20,HOU,TEN,-0.1861702979649669,1.0,0,43.0,True
2017,4,20,MIN,DET,0.2361696428812342,1.0,0,-7.0,False
2017,4,20,NE,CAR,0.2320249724504734,1.0,0,-3.0,False
2017,4,20,NYJ,JAX,-0.1443133746245191,1.0,0,3.0,True
2017,4,20,ARI,SF,-0.074359517173064,1.0,-4,3.0,True
2017,4,20,LAC,PHI,-0.135246248374824,1.0,0,-2.0,False
2017,4,20,TB,NYG,-0.0466125353248623,1.0,0,2.0,True
2017,4,20,SEA,IND,0.142781516829178,1.0,0,28.0,True
2017,4,20,MIA,NO,-0.3462632629897502,0.0,0,-20.0,False
2017,4,20,KC,WAS,0.0949263164319041,1.0,0,9.0,True
2017,4,50,GB,CHI,-0.0965030307694194,1.0,0,21.0,True
2017,4,50,ATL,BUF,0.1583512003158323,1.0,0,-6.0,False
2017,4,50,BAL,PIT,-0.0987832413727979,1.0,0,-17.0,False
2017,4,50,CLE,CIN,-0.0880497491550195,1.0,0,-24.0,False
2017,4,50,DAL,LA,-0.0783484228667582,1.0,-4,-5.0,False
2017,4,50,HOU,TEN,-0.1818090961848774,1.0,0,43.0,True
2017,4,50,MIN,DET,0.2308643783629655,1.0,0,-7.0,False
2017,4,50,NE,CAR,0.2224028823996653,1.0,0,-3.0,False
2017,4,50,NYJ,JAX,-0.1452157845256537,1.0,0,3.0,True
2017,4,50,ARI,SF,-0.073966338419572,1.0,-4,3.0,True
2017,4,50,LAC,PHI,-0.1355461085645247,1.0,0,-2.0,False
2017,4,50,TB,NYG,-0.0374351897115131,1.0,0,2.0,True
2017,4,50,SEA,IND,0.1492634474839146,1.0,0,28.0,True
2017,4,50,MIA,NO,-0.3357930238976649,0.0,0,-20.0,False
2017,4,50,KC,WAS,0.0993144101851236,1.0,0,9.0,True
2017,4,100,GB,CHI,-0.0960488130531075,1.0,0,21.0,True
2017,4,100,ATL,BUF,0.1570998579842324,1.0,0,-6.0,False
2017,4,100,BAL,PIT,-0.0973327669864917,1.0,0,-17.0,False
2017,4,100,CLE,CIN,-0.0877549119816242,1.0,0,-24.0,False
2017,4,100,DAL,LA,-0.0796086905933473,1.0,-4,-5.0,False
2017,4,100,HOU,TEN,-0.1803457421732192,1.0,0,43.0,True
2017,4,100,MIN,DET,0.2290984605111275,1.0,0,-7.0,False
2017,4,100,NE,CAR,0.2191954605203417,1.0,0,-3.0,False
2017,4,100,NYJ,JAX,-0.1455306315663854,1.0,0,3.0,True
2017,4,100,ARI,SF,-0.0738384988596017,1.0,-4,3.0,True
2017,4,100,LAC,PHI,-0.1356544724033327,1.0,0,-2.0,False
2017,4,100,TB,NYG,-0.034359705990671,1.0,0,2.0,True
2017,4,100,SEA,IND,0.1514351200844528,1.0,0,28.0,True
2017,4,100,MIA,NO,-0.3323185085380957,0.0,0,-20.0,False
2017,4,100,KC,WAS,0.1007705312726269,1.0,0,9.0,True
2017,5,2,TB,NE,-0.0857490065339818,1.0,0,-5.0,False
2017,5,2,CIN,BUF,0.1544260593791622,1.0,0,4.0,True
2017,5,2,CLE,NYJ,-0.3827953230652325,1.0,0,-3.0,False
2017,5,2,DET,CAR,0.0480418782830807,1.0,0,-3.0,False
2017,5,2,IND,SF,-0.1011578238630224,1.0,0,3.0,True
2017,5,2,MIA,TEN,-0.3262544012636443,1.0,0,6.0,True
2017,5,2,NYG,LAC,0.0862836282471988,1.0,0,-5.0,False
2017,5,2,PHI,ARI,0.0756797974861379,1.0,0,27.0,True
2017,5,2,PIT,JAX,-0.0372293639329807,1.0,0,-21.0,False
2017,5,2,LA,SEA,-0.0235136684737643,1.0,0,-6.0,False
2017,5,2,DAL,GB,0.1454049808299378,1.0,-3,-4.0,False
2017,5,2,HOU,KC,-0.0181459719362977,1.0,1,-8.0,False
2017,5,2,CHI,MIN,-0.3407770969139415,1.0,3,-3.0,False
2017,5,4,TB,NE,-0.0776996367423765,1.0,0,-5.0,False
2017,5,4,CIN,BUF,0.0788881266074025,1.0,0,4.0,True
2017,5,4,CLE,NYJ,-0.3042769582348439,1.0,0,-3.0,False
2017,5,4,DET,CAR,0.0565428466180076,1.0,0,-3.0,False
2017,5,4,IND,SF,-0.0851540473686135,1.0,0,3.0,True
2017,5,4,MIA,TEN,-0.3611089659952089,1.0,0,6.0,True
2017,5,4,NYG,LAC,0.0606328126044443,1.0,0,-5.0,False
2017,5,4,PHI,ARI,0.1045696331677283,1.0,0,27.0,True
2017,5,4,PIT,JAX,-0.0267231151075844,1.0,0,-21.0,False
2017,5,4,LA,SEA,0.0369128439501379,1.0,0,-6.0,False
2017,5,4,DAL,GB,0.1771821680430584,1.0,-3,-4.0,False
2017,5,4,HOU,KC,-0.0598817451564799,1.0,1,-8.0,False
2017,5,4,CHI,MIN,-0.336565771307983,1.0,3,-3.0,False
2017,5,6,TB,NE,-0.072628847864453,1.0,0,-5.0,False
2017,5,6,CIN,BUF,0.0532418736544302,1.0,0,4.0,True
2017,5,6,CLE,NYJ,-0.2776526955070273,1.0,0,-3.0,False
2017,5,6,DET,CAR,0.0587150298602943,1.0,0,-3.0,False
2017,5,6,IND,SF,-0.0810485075060848,1.0,0,3.0,True
2017,5,6,MIA,TEN,-0.3701461867989539,1.0,0,6.0,True
2017,5,6,NYG,LAC,0.0502199883598655,1.0,0,-5.0,False
2017,5,6,PHI,ARI,0.1156733760405088,1.0,0,27.0,True
2017,5,6,PIT,JAX,-0.0218247202999899,1.0,0,-21.0,False
2017,5,6,LA,SEA,0.056529042228021,1.0,0,-6.0,False
2017,5,6,DAL,GB,0.18638563373502,1.0,-3,-4.0,False
2017,5,6,HOU,KC,-0.0728705652563557,1.0,1,-8.0,False
2017,5,6,CHI,MIN,-0.335958440426001,1.0,3,-3.0,False
2017,5,10,TB,NE,-0.0676382287001424,1.0,0,-5.0,False
2017,5,10,CIN,BUF,0.0326286784830446,1.0,0,4.0,True
2017,5,10,CLE,NYJ,-0.2563686015069746,1.0,0,-3.0,False
2017,5,10,DET,CAR,0.0601974451884267,1.0,0,-3.0,False
2017,5,10,IND,SF,-0.0782284776376979,1.0,0,3.0,True
2017,5,10,MIA,TEN,-0.3763531109984598,1.0,0,6.0,True
2017,5,10,NYG,LAC,0.0412351962943362,1.0,0,-5.0,False
2017,5,10,PHI,ARI,0.125077211852794,1.0,0,27.0,True
2017,5,10,PIT,JAX,-0.0174838654071605,1.0,0,-21.0,False
2017,5,10,LA,SEA,0.0719963741464508,1.0,0,-6.0,False
2017,5,10,DAL,GB,0.1932126159961247,1.0,-3,-4.0,False
2017,5,10,HOU,KC,-0.0829022493825622,1.0,1,-8.0,False
2017,5,10,CHI,MIN,-0.3357563206460817,1.0,3,-3.0,False
2017,5,20,TB,NE,-0.0633343669997461,1.0,0,-5.0,False
2017,5,20,CIN,BUF,0.0171357252988137,1.0,0,4.0,True
2017,5,20,CLE,NYJ,-0.2404711539446441,1.0,0,-3.0,False
2017,5,20,DET,CAR,0.0611573569424664,1.0,0,-3.0,False
2017,5,20,IND,SF,-0.0763870159834257,1.0,0,3.0,True
2017,5,20,MIA,TEN,-0.3803926435573685,1.0,0,6.0,True
2017,5,20,NYG,LAC,0.0341261155364328,1.0,0,-5.0,False
2017,5,20,PHI,ARI,0.1324263796026182,1.0,0,27.0,True
2017,5,20,PIT,JAX,-0.0140138228450463,1.0,0,-21.0,False
2017,5,20,LA,SEA,0.0834589957152013,1.0,0,-6.0,False
2017,5,20,DAL,GB,0.1980165814073005,1.0,-3,-4.0,False
2017,5,20,HOU,KC,-0.0902115900158897,1.0,1,-8.0,False
2017,5,20,CHI,MIN,-0.3357670510266085,1.0,3,-3.0,False
2017,5,50,TB,NE,-0.0605174600571924,1.0,0,-5.0,False
2017,5,50,CIN,BUF,0.007833586239747,1.0,0,4.0,True
2017,5,50,CLE,NYJ,-0.2309771931086196,1.0,0,-3.0,False
2017,5,50,DET,CAR,0.0616702632114167,1.0,0,-3.0,False
2017,5,50,IND,SF,-0.0753949166291799,1.0,0,3.0,True
2017,5,50,MIA,TEN,-0.3825588083320713,1.0,0,6.0,True
2017,5,50,NYG,LAC,0.0297127250276963,1.0,0,-5.0,False
2017,5,50,PHI,ARI,0.1369547689500964,1.0,0,27.0,True
2017,5,50,PIT,JAX,-0.0118543188197555,1.0,0,-21.0,False
2017,5,50,LA,SEA,0.0902786391510138,1.0,0,-6.0,False
2017,5,50,DAL,GB,0.2007688248531939,1.0,-3,-4.0,False
2017,5,50,HOU,KC,-0.0945080135820946,1.0,1,-8.0,False
2017,5,50,CHI,MIN,-0.3358389570668554,1.0,3,-3.0,False
2017,5,100,TB,NE,-0.0595390781732231,1.0,0,-5.0,False
2017,5,100,CIN,BUF,0.0047325689870956,1.0,0,4.0,True
2017,5,100,CLE,NYJ,-0.227821762344883,1.0,0,-3.0,False
2017,5,100,DET,CAR,0.0618306942848576,1.0,0,-3.0,False
2017,5,100,IND,SF,-0.0750829971276297,1.0,0,3.0,True
2017,5,100,MIA,TEN,-0.3832376100287731,1.0,0,6.0,True
2017,5,100,NYG,LAC,0.0282174713817403,1.0,0,-5.0,False
2017,5,100,PHI,ARI,0.1384836873974682,1.0,0,27.0,True
2017,5,100,PIT,JAX,-0.0111227384232647,1.0,0,-21.0,False
2017,5,100,LA,SEA,0.0925421229387656,1.0,0,-6.0,False
2017,5,100,DAL,GB,0.2016646268896008,1.0,-3,-4.0,False
2017,5,100,HOU,KC,-0.09592522621257,1.0,1,-8.0,False
2017,5,100,CHI,MIN,-0.3358736788837839,1.0,3,-3.0,False
2017,6,2,CAR,PHI,-0.0209239635776278,1.0,0,-5.0,False
2017,6,2,ATL,MIA,0.378549748257731,1.0,7,-3.0,False
2017,6,2,BAL,CHI,-3.612957707890829e-05,1.0,1,-3.0,False
2017,6,2,HOU,CLE,0.326602947003671,1.0,0,16.0,True
2017,6,2,MIN,GB,-0.0208562630423423,1.0,-1,13.0,True
2017,6,2,NO,DET,0.2916389296985309,1.0,7,14.0,True
2017,6,2,NYJ,NE,0.0558720343334638,1.0,-3,-7.0,False
2017,6,2,WAS,SF,0.2281737989103729,1.0,6,2.0,True
2017,6,2,ARI,TB,-0.1567917373008887,1.0,-3,5.0,True
2017,6,2,JAX,LA,0.0344139311166736,1.0,0,-10.0,False
2017,6,2,KC,PIT,0.2238859644572997,1.0,0,-6.0,False
2017,6,2,DEN,NYG,0.0567498670866078,1.0,7,-13.0,False
2017,6,2,TEN,IND,0.0885945739540268,1.0,0,14.0,True
2017,6,4,CAR,PHI,-0.0159011274706401,1.0,0,-5.0,False
2017,6,4,ATL,MIA,0.4236198557875807,1.0,7,-3.0,False
2017,6,4,BAL,CHI,0.0354313455540621,1.0,1,-3.0,False
2017,6,4,HOU,CLE,0.3301429720240422,1.0,0,16.0,True
2017,6,4,MIN,GB,0.0293074310568686,1.0,-1,13.0,True
2017,6,4,NO,DET,0.1763451240381768,1.0,7,14.0,True
2017,6,4,NYJ,NE,0.0168475928828698,1.0,-3,-7.0,False
2017,6,4,WAS,SF,0.2353739045265127,1.0,6,2.0,True
2017,6,4,ARI,TB,-0.1673724629774935,1.0,-3,5.0,True
2017,6,4,JAX,LA,0.0017062967461781,1.0,0,-10.0,False
2017,6,4,KC,PIT,0.2189464494966544,1.0,0,-6.0,False
2017,6,4,DEN,NYG,0.0866928844559081,1.0,7,-13.0,False
2017,6,4,TEN,IND,0.1252996536820483,1.0,0,14.0,True
2017,6,6,CAR,PHI,-0.0128317613013956,1.0,0,-5.0,False
2017,6,6,ATL,MIA,0.437962798665284,1.0,7,-3.0,False
2017,6,6,BAL,CHI,0.050031094501418,1.0,1,-3.0,False
2017,6,6,HOU,CLE,0.3296592053562709,1.0,0,16.0,True
2017,6,6,MIN,GB,0.0469515045714893,1.0,-1,13.0,True
2017,6,6,NO,DET,0.1349102265382414,1.0,7,14.0,True
2017,6,6,NYJ,NE,0.0014513924596742,1.0,-3,-7.0,False
2017,6,6,WAS,SF,0.2364364667727101,1.0,6,2.0,True
2017,6,6,ARI,TB,-0.173722591961121,1.0,-3,5.0,True
2017,6,6,JAX,LA,-0.0117019160972126,1.0,0,-10.0,False
2017,6,6,KC,PIT,0.216045930393465,1.0,0,-6.0,False
2017,6,6,DEN,NYG,0.0976366403768263,1.0,7,-13.0,False
2017,6,6,TEN,IND,0.1378899919771956,1.0,0,14.0,True
2017,6,10,CAR,PHI,-0.009824652831022,1.0,0,-5.0,False
2017,6,10,ATL,MIA,0.4490526553540637,1.0,7,-3.0,False
2017,6,10,BAL,CHI,0.062731022189888,1.0,1,-3.0,False
2017,6,10,HOU,CLE,0.3286557608735888,1.0,0,16.0,True
2017,6,10,MIN,GB,0.061146470461146,1.0,-1,13.0,True
2017,6,10,NO,DET,0.1009197406199124,1.0,7,14.0,True
2017,6,10,NYJ,NE,-0.0115656791784286,1.0,-3,-7.0,False
2017,6,10,WAS,SF,0.2368030540461948,1.0,6,2.0,True
2017,6,10,ARI,TB,-0.17989267553206,1.0,-3,5.0,True
2017,6,10,JAX,LA,-0.0232863311534322,1.0,0,-10.0,False
2017,6,10,KC,PIT,0.2132672136859614,1.0,0,-6.0,False
2017,6,10,DEN,NYG,0.1067411899228814,1.0,7,-13.0,False
2017,6,10,TEN,IND,0.1478954709945636,1.0,0,14.0,True
2017,6,20,CAR,PHI,-0.0072407586193731,1.0,0,-5.0,False
2017,6,20,ATL,MIA,0.4571063998192697,1.0,7,-3.0,False
2017,6,20,BAL,CHI,0.072839123833329,1.0,1,-3.0,False
2017,6,20,HOU,CLE,0.3275471759199965,1.0,0,16.0,True
2017,6,20,MIN,GB,0.0717564889837845,1.0,-1,13.0,True
2017,6,20,NO,DET,0.0750193421649827,1.0,7,14.0,True
2017,6,20,NYJ,NE,-0.0216699575749784,1.0,-3,-7.0,False
2017,6,20,WAS,SF,0.2368024983162135,1.0,6,2.0,True
2017,6,20,ARI,TB,-0.185170460126704,1.0,-3,5.0,True
2017,6,20,JAX,LA,-0.0324480692802475,1.0,0,-10.0,False
2017,6,20,KC,PIT,0.2109238404225509,1.0,0,-6.0,False
2017,6,20,DEN,NYG,0.1137712293797789,1.0,7,-13.0,False
2017,6,20,TEN,IND,0.1553057565500639,1.0,0,14.0,True
2017,6,50,CAR,PHI,-0.0055546055697404,1.0,0,-5.0,False
2017,6,50,ATL,MIA,0.4618187701253257,1.0,7,-3.0,False
2017,6,50,BAL,CHI,0.0791372814660285,1.0,1,-3.0,False
2017,6,50,HOU,CLE,0.3267380598385669,1.0,0,16.0,True
2017,6,50,MIN,GB,0.0780820869776261,1.0,-1,13.0,True
2017,6,50,NO,DET,0.0593385701411497,1.0,7,14.0,True
2017,6,50,NYJ,NE,-0.0278500212079156,1.0,-3,-7.0,False
2017,6,50,WAS,SF,0.2366919018672551,1.0,6,2.0,True
2017,6,50,ARI,TB,-0.1886077692686991,1.0,-3,5.0,True
2017,6,50,JAX,LA,-0.0381296500357067,1.0,0,-10.0,False
2017,6,50,KC,PIT,0.2094150514361486,1.0,0,-6.0,False
2017,6,50,DEN,NYG,0.1180708821751956,1.0,7,-13.0,False
2017,6,50,TEN,IND,0.1596977213661583,1.0,0,14.0,True
2017,6,100,CAR,PHI,-0.004969957348464,1.0,0,-5.0,False
2017,6,100,ATL,MIA,0.4633684564328335,1.0,7,-3.0,False
2017,6,100,BAL,CHI,0.081274657912664,1.0,1,-3.0,False
2017,6,100,HOU,CLE,0.3264447148603266,1.0,0,16.0,True
2017,6,100,MIN,GB,0.0801812688594663,1.0,-1,13.0,True
2017,6,100,NO,DET,0.0540911065437476,1.0,7,14.0,True
2017,6,100,NYJ,NE,-0.0299270996968636,1.0,-3,-7.0,False
2017,6,100,WAS,SF,0.2366370506811952,1.0,6,2.0,True
2017,6,100,ARI,TB,-0.1897988757534933,1.0,-3,5.0,True
2017,6,100,JAX,LA,-0.0400530805949218,1.0,0,-10.0,False
2017,6,100,KC,PIT,0.208895496711122,1.0,0,-6.0,False
2017,6,100,DEN,NYG,0.1195175191962859,1.0,7,-13.0,False
2017,6,100,TEN,IND,0.1611511657738388,1.0,0,14.0,True
2017,7,2,BUF,TB,0.0826632599074575,1.0,7,3.0,True
2017,7,2,CHI,CAR,0.0842036092990464,1.0,-3,14.0,True
2017,7,2,CLE,TEN,-0.3587291221308198,1.0,1,-3.0,False
2017,7,2,GB,NO,-0.2379766104653156,1.0,0,-9.0,False
2017,7,2,IND,JAX,-0.053960898779581,1.0,-1,-27.0,False
2017,7,2,LA,ARI,-0.040426833353744,0.0,0,33.0,True
2017,7,2,MIA,NYJ,-0.107686897259528,1.0,0,3.0,True
2017,7,2,MIN,BAL,0.186893755238536,1.0,0,8.0,True
2017,7,2,SF,DAL,-0.1792045994946413,1.0,-7,-30.0,False
2017,7,2,LAC,DEN,0.2957748939563002,1.0,0,21.0,True
2017,7,2,NYG,SEA,0.162109337380008,1.0,-7,-17.0,False
2017,7,2,PIT,CIN,-0.154897818638764,1.0,-7,15.0,True
2017,7,2,NE,ATL,-0.0578520574277072,1.0,0,16.0,True
2017,7,2,PHI,WAS,0.1285903219954562,1.0,3,10.0,True
2017,7,4,BUF,TB,0.0218799178174886,1.0,7,3.0,True
2017,7,4,CHI,CAR,0.0104190374647449,1.0,-3,14.0,True
2017,7,4,CLE,TEN,-0.3195764902252036,1.0,1,-3.0,False
2017,7,4,GB,NO,-0.1543193151681364,1.0,0,-9.0,False
2017,7,4,IND,JAX,-0.0939168708178761,1.0,-1,-27.0,False
2017,7,4,LA,ARI,0.0561129495002796,0.0,0,33.0,True
2017,7,4,MIA,NYJ,-0.14320402706034,1.0,0,3.0,True
2017,7,4,MIN,BAL,0.1858419591362191,1.0,0,8.0,True
2017,7,4,SF,DAL,-0.2243350031842145,1.0,-7,-30.0,False
2017,7,4,LAC,DEN,0.156237622706277,1.0,0,21.0,True
2017,7,4,NYG,SEA,0.090049643552416,1.0,-7,-17.0,False
2017,7,4,PIT,CIN,-0.0810837949072257,1.0,-7,15.0,True
2017,7,4,NE,ATL,-0.0865720657114263,1.0,0,16.0,True
2017,7,4,PHI,WAS,0.034175390475389,1.0,3,10.0,True
2017,7,6,BUF,TB,0.0038785757803851,1.0,7,3.0,True
2017,7,6,CHI,CAR,-0.0159191606348622,1.0,-3,14.0,True
2017,7,6,CLE,TEN,-0.3078890048482389,1.0,1,-3.0,False
2017,7,6,GB,NO,-0.125252695084251,1.0,0,-9.0,False
2017,7,6,IND,JAX,-0.1070568344148365,1.0,-1,-27.0,False
2017,7,6,LA,ARI,0.0870744621052979,0.0,0,33.0,True
2017,7,6,MIA,NYJ,-0.1523883796756761,1.0,0,3.0,True
2017,7,6,MIN,BAL,0.1844477016140614,1.0,0,8.0,True
2017,7,6,SF,DAL,-0.2396816554121922,1.0,-7,-30.0,False
2017,7,6,LAC,DEN,0.1125137431740668,1.0,0,21.0,True
2017,7,6,NYG,SEA,0.0678890437673618,1.0,-7,-17.0,False
2017,7,6,PIT,CIN,-0.0529065459089767,1.0,-7,15.0,True
2017,7,6,NE,ATL,-0.0972626005253552,1.0,0,16.0,True
2017,7,6,PHI,WAS,0.0043557234309065,1.0,3,10.0,True
2017,7,10,BUF,TB,-0.009771953764679,1.0,7,3.0,True
2017,7,10,CHI,CAR,-0.037495396255356,1.0,-3,14.0,True
2017,7,10,CLE,TEN,-0.2989703138143778,1.0,1,-3.0,False
2017,7,10,GB,NO,-0.1018724165881445,1.0,0,-9.0,False
2017,7,10,IND,JAX,-0.1174821666196804,1.0,-1,-27.0,False
2017,7,10,LA,ARI,0.1115220924177855,0.0,0,33.0,True
2017,7,10,MIA,NYJ,-0.1584308489506662,1.0,0,3.0,True
2017,7,10,MIN,BAL,0.1827903329373799,1.0,0,8.0,True
2017,7,10,SF,DAL,-0.2520138475437516,1.0,-7,-30.0,False
2017,7,10,LAC,DEN,0.0792181351668821,1.0,0,21.0,True
2017,7,10,NYG,SEA,0.0509357314700051,1.0,-7,-17.0,False
2017,7,10,PIT,CIN,-0.0293308386553449,1.0,-7,15.0,True
2017,7,10,NE,ATL,-0.1061576988668843,1.0,0,16.0,True
2017,7,10,PHI,WAS,-0.0181444807381909,1.0,3,10.0,True
2017,7,20,BUF,TB,-0.0195985853904275,1.0,7,3.0,True
2017,7,20,CHI,CAR,-0.053922012688694,1.0,-3,14.0,True
2017,7,20,CLE,TEN,-0.2924969045298531,1.0,1,-3.0,False
2017,7,20,GB,NO,-0.0843383966264558,1.0,0,-9.0,False
2017,7,20,IND,JAX,-0.1252518974516118,1.0,-1,-27.0,False
2017,7,20,LA,ARI,0.1297085673156853,0.0,0,33.0,True
2017,7,20,MIA,NYJ,-0.1621219093525025,1.0,0,3.0,True
2017,7,20,MIN,BAL,0.1811863853269701,1.0,0,8.0,True
2017,7,20,SF,DAL,-0.2612818382817211,1.0,-7,-30.0,False
2017,7,20,LAC,DEN,0.0553867875037642,1.0,0,21.0,True
2017,7,20,NYG,SEA,0.0386927014256248,1.0,-7,-17.0,False
2017,7,20,PIT,CIN,-0.0111415891258851,1.0,-7,15.0,True
2017,7,20,NE,ATL,-0.1130028902458848,1.0,0,16.0,True
2017,7,20,PHI,WAS,-0.0340270886262818,1.0,3,10.0,True
2017,7,50,BUF,TB,-0.0253344898527184,1.0,7,3.0,True
2017,7,50,CHI,CAR,-0.0638612303476451,1.0,-3,14.0,True
2017,7,50,CLE,TEN,-0.2886884014502694,1.0,1,-3.0,False
2017,7,50,GB,NO,-0.0738380428921707,1.0,0,-9.0,False
2017,7,50,IND,JAX,-0.1298952529774548,1.0,-1,-27.0,False
2017,7,50,LA,ARI,0.140570525724092,0.0,0,33.0,True
2017,7,50,MIA,NYJ,-0.1639719338783321,1.0,0,3.0,True
2017,7,50,MIN,BAL,0.1800634917503731,1.0,0,8.0,True
2017,7,50,SF,DAL,-0.2668470615234618,1.0,-7,-30.0,False
2017,7,50,LAC,DEN,0.0415967394272536,1.0,0,21.0,True
2017,7,50,NYG,SEA,0.0315451349554872,1.0,-7,-17.0,False
2017,7,50,PIT,CIN,-5.074876801601513e-05,1.0,-7,15.0,True
2017,7,50,NE,ATL,-0.1171725711794338,1.0,0,16.0,True
2017,7,50,PHI,WAS,-0.043093950577926,1.0,3,10.0,True
2017,7,100,BUF,TB,-0.0272207839573165,1.0,7,3.0,True
2017,7,100,CHI,CAR,-0.0671862789910232,1.0,-3,14.0,True
2017,7,100,CLE,TEN,-0.2874300170253016,1.0,1,-3.0,False
2017,7,100,GB,NO,-0.0703430242551203,1.0,0,-9.0,False
2017,7,100,IND,JAX,-0.1314402415512893,1.0,-1,-27.0,False
2017,7,100,LA,ARI,0.1441839998580096,0.0,0,33.0,True
2017,7,100,MIA,NYJ,-0.164526352224376,1.0,0,3.0,True
2017,7,100,MIN,BAL,0.179661345108797,1.0,0,8.0,True
2017,7,100,SF,DAL,-0.2687025860720337,1.0,-7,-30.0,False
2017,7,100,LAC,DEN,0.0370882859811727,1.0,0,21.0,True
2017,7,100,NYG,SEA,0.0291959383751214,1.0,-7,-17.0,False
2017,7,100,PIT,CIN,0.0036723773491869,1.0,-7,15.0,True
2017,7,100,NE,ATL,-0.1185719083777369,1.0,0,16.0,True
2017,7,100,PHI,WAS,-0.046034120123136,1.0,3,10.0,True
2017,8,2,BAL,MIA,-0.0748761250156238,1.0,0,40.0,True
2017,8,2,CIN,IND,0.0072513206646773,1.0,0,1.0,True
2017,8,2,NE,LAC,0.1470384522267126,1.0,0,8.0,True
2017,8,2,NO,CHI,0.288065336886002,1.0,0,8.0,True
2017,8,2,NYJ,ATL,-0.0067507978425729,1.0,0,-5.0,False
2017,8,2,PHI,SF,0.3340364361483683,1.0,-1,23.0,True
2017,8,2,TB,CAR,0.2071982587314558,1.0,0,-14.0,False
2017,8,2,SEA,HOU,-0.171967117448434,1.0,-7,3.0,True
2017,8,2,WAS,DAL,-0.2531233450041721,1.0,-1,-14.0,False
2017,8,2,DET,PIT,-0.3039876399762477,1.0,7,-5.0,False
2017,8,2,CLE,MIN,-0.4335912156746054,0.0,0,-17.0,False
2017,8,2,KC,DEN,0.4136051525760522,1.0,3,10.0,True
2017,8,4,BAL,MIA,-0.0151346441476152,1.0,0,40.0,True
2017,8,4,CIN,IND,0.0538636617305305,1.0,0,1.0,True
2017,8,4,NE,LAC,0.1517653498104413,1.0,0,8.0,True
2017,8,4,NO,CHI,0.2649690008257317,1.0,0,8.0,True
2017,8,4,NYJ,ATL,-0.0860174053591944,1.0,0,-5.0,False
2017,8,4,PHI,SF,0.2767453578288042,1.0,-1,23.0,True
2017,8,4,TB,CAR,0.1887970006553734,1.0,0,-14.0,False
2017,8,4,SEA,HOU,-0.1584116226035907,1.0,-7,3.0,True
2017,8,4,WAS,DAL,-0.1646778331679785,1.0,-1,-14.0,False
2017,8,4,DET,PIT,-0.1992774181526412,1.0,7,-5.0,False
2017,8,4,CLE,MIN,-0.4236736818448602,0.0,0,-17.0,False
2017,8,4,KC,DEN,0.3658466439479847,1.0,3,10.0,True
2017,8,6,BAL,MIA,0.0090382351641401,1.0,0,40.0,True
2017,8,6,CIN,IND,0.0642701665478041,1.0,0,1.0,True
2017,8,6,NE,LAC,0.1524971683186301,1.0,0,8.0,True
2017,8,6,NO,CHI,0.2530156235058832,1.0,0,8.0,True
2017,8,6,NYJ,ATL,-0.1154653268250188,1.0,0,-5.0,False
2017,8,6,PHI,SF,0.2579846499820153,1.0,-1,23.0,True
2017,8,6,TB,CAR,0.1834531802552418,1.0,0,-14.0,False
2017,8,6,SEA,HOU,-0.1556889675634996,1.0,-7,3.0,True
2017,8,6,WAS,DAL,-0.1386952695025945,1.0,-1,-14.0,False
2017,8,6,DET,PIT,-0.165931412633572,1.0,7,-5.0,False
2017,8,6,CLE,MIN,-0.4214271807556634,0.0,0,-17.0,False
2017,8,6,KC,DEN,0.3470557467314141,1.0,3,10.0,True
2017,8,10,BAL,MIA,0.0299718235849565,1.0,0,40.0,True
2017,8,10,CIN,IND,0.0705869822906918,1.0,0,1.0,True
2017,8,10,NE,LAC,0.152554281378676,1.0,0,8.0,True
2017,8,10,NO,CHI,0.2420798351668484,1.0,0,8.0,True
2017,8,10,NYJ,ATL,-0.1399770561660791,1.0,0,-5.0,False
2017,8,10,PHI,SF,0.2435373997045425,1.0,-1,23.0,True
2017,8,10,TB,CAR,0.1795270574050066,1.0,0,-14.0,False
2017,8,10,SEA,HOU,-0.1540817902805639,1.0,-7,3.0,True
2017,8,10,WAS,DAL,-0.1197953351261758,1.0,-1,-14.0,False
2017,8,10,DET,PIT,-0.1401959075826974,1.0,7,-5.0,False
2017,8,10,CLE,MIN,-0.420125104449413,0.0,0,-17.0,False
2017,8,10,KC,DEN,0.3315458023953392,1.0,3,10.0,True
2017,8,20,BAL,MIA,0.0465839939134806,1.0,0,40.0,True
2017,8,20,CIN,IND,0.0741844337367229,1.0,0,1.0,True
2017,8,20,NE,LAC,0.1522251294168152,1.0,0,8.0,True
2017,8,20,NO,CHI,0.2331808134159963,1.0,0,8.0,True
2017,8,20,NYJ,ATL,-0.1588459939633959,1.0,0,-5.0,False
2017,8,20,PHI,SF,0.2331734457794662,1.0,-1,23.0,True
2017,8,20,TB,CAR,0.1768029666067141,1.0,0,-14.0,False
2017,8,20,SEA,HOU,-0.1531783378506913,1.0,-7,3.0,True
2017,8,20,WAS,DAL,-0.1068812747259033,1.0,-1,-14.0,False
2017,8,20,DET,PIT,-0.12153124197425,1.0,7,-5.0,False
2017,8,20,CLE,MIN,-0.4194696138150232,0.0,0,-17.0,False
2017,8,20,KC,DEN,0.3198072515571959,1.0,3,10.0,True
