game_id,season,week,game_date,home_team,away_team,home_score,away_score
401403891,2022,3,2022-09-17T19:30:00.000Z,Northern Illinois,Vanderbilt,28,38
401403892,2022,4,2022-09-24T23:30:00.000Z,Alabama,Vanderbilt,55,3
401403893,2022,4,2022-09-24T23:00:00.000Z,Texas A&M,Arkansas,23,21
401403894,2022,4,2022-09-24T16:00:00.000Z,Auburn,Missouri,17,14
401403895,2022,4,2022-09-24T16:00:00.000Z,Georgia,Kent State,39,22
401403896,2022,4,2022-09-24T23:00:00.000Z,Kentucky,Northern Illinois,31,23
401403897,2022,4,2022-09-24T23:30:00.000Z,LSU,New Mexico,38,0
401403898,2022,4,2022-09-24T20:00:00.000Z,Ole Miss,Tulsa,35,27
401403899,2022,4,2022-09-24T16:00:00.000Z,Mississippi State,Bowling Green,45,14
401403901,2022,4,2022-09-24T19:30:00.000Z,Tennessee,Florida,38,33
401403902,2022,5,2022-10-01T19:30:00.000Z,Arkansas,Alabama,26,49
401403903,2022,5,2022-10-01T23:00:00.000Z,Auburn,LSU,17,21
401403905,2022,5,2022-10-01T16:00:00.000Z,Ole Miss,Kentucky,22,19
401403906,2022,5,2022-10-01T20:00:00.000Z,Mississippi State,Texas A&M,42,24
401403907,2022,5,2022-10-01T23:30:00.000Z,Missouri,Georgia,22,26
401403909,2022,6,2022-10-09T00:00:00.000Z,Alabama,Texas A&M,24,20
401403910,2022,6,2022-10-08T16:00:00.000Z,Florida,Missouri,24,17
401403911,2022,6,2022-10-08T19:30:00.000Z,Georgia,Auburn,42,10
401403912,2022,6,2022-10-08T23:30:00.000Z,Kentucky,South Carolina,14,24
401403913,2022,6,2022-10-08T16:00:00.000Z,LSU,Tennessee,13,40
401403914,2022,6,2022-10-08T16:00:00.000Z,Mississippi State,Arkansas,40,17
401403915,2022,6,2022-10-08T20:00:00.000Z,Vanderbilt,Ole Miss,28,52
401403916,2022,7,2022-10-15T19:30:00.000Z,BYU,Arkansas,35,52
401403917,2022,7,2022-10-15T23:00:00.000Z,Florida,LSU,35,45
401403918,2022,7,2022-10-15T19:30:00.000Z,Georgia,Vanderbilt,55,0
401403919,2022,7,2022-10-15T23:30:00.000Z,Kentucky,Mississippi State,27,17
401403920,2022,7,2022-10-15T16:00:00.000Z,Ole Miss,Auburn,48,34
401403921,2022,7,2022-10-15T19:30:00.000Z,Tennessee,Alabama,52,49
401403922,2022,8,2022-10-22T23:00:00.000Z,Alabama,Mississippi State,30,6
401403923,2022,8,2022-10-22T19:30:00.000Z,LSU,Ole Miss,45,20
401403924,2022,8,2022-10-22T20:00:00.000Z,Missouri,Vanderbilt,17,14
401403925,2022,8,2022-10-22T23:30:00.000Z,South Carolina,Texas A&M,30,24
401403927,2022,9,2022-10-29T16:00:00.000Z,Auburn,Arkansas,27,41
401403928,2022,9,2022-10-29T19:30:00.000Z,Georgia,Florida,42,20
401403929,2022,9,2022-10-29T20:00:00.000Z,South Carolina,Missouri,10,23
401403930,2022,9,2022-10-29T23:00:00.000Z,Tennessee,Kentucky,44,6
401403931,2022,9,2022-10-29T23:30:00.000Z,Texas A&M,Ole Miss,28,31
401403932,2022,10,2022-11-05T20:00:00.000Z,Arkansas,Liberty,19,21
401403933,2022,10,2022-11-05T19:30:00.000Z,Georgia,Tennessee,27,13
401403934,2022,10,2022-11-05T23:00:00.000Z,LSU,Alabama,32,31
401403935,2022,10,2022-11-05T23:30:00.000Z,Mississippi State,Auburn,39,33
401403936,2022,10,2022-11-05T16:00:00.000Z,Missouri,Kentucky,17,21
401403937,2022,10,2022-11-05T16:00:00.000Z,Texas A&M,Florida,24,41
401403938,2022,10,2022-11-05T23:30:00.000Z,Vanderbilt,South Carolina,27,38
401403939,2022,11,2022-11-12T17:00:00.000Z,Arkansas,LSU,10,13
401403940,2022,11,2022-11-13T00:30:00.000Z,Auburn,Texas A&M,13,10
401403941,2022,11,2022-11-12T21:00:00.000Z,Florida,South Carolina,38,6
401403942,2022,11,2022-11-12T17:00:00.000Z,Kentucky,Vanderbilt,21,24
401403943,2022,11,2022-11-12T20:30:00.000Z,Ole Miss,Alabama,24,30
401403944,2022,11,2022-11-13T00:00:00.000Z,Mississippi State,Georgia,19,45
401403945,2022,11,2022-11-12T17:00:00.000Z,Tennessee,Missouri,66,24
401403947,2022,12,2022-11-20T00:30:00.000Z,Arkansas,Ole Miss,42,27
401403949,2022,12,2022-11-19T20:30:00.000Z,Kentucky,Georgia,6,16
401403952,2022,12,2022-11-20T00:30:00.000Z,Missouri,New Mexico State,45,14
401403953,2022,12,2022-11-20T00:00:00.000Z,South Carolina,Tennessee,63,38
401403954,2022,12,2022-11-19T17:00:00.000Z,Texas A&M,Massachusetts,20,3
401403955,2022,12,2022-11-19T17:00:00.000Z,Vanderbilt,Florida,31,24
401403956,2022,13,2022-11-25T00:00:00.000Z,Ole Miss,Mississippi State,22,24
401403957,2022,13,2022-11-26T20:30:00.000Z,Alabama,Auburn,49,27
401403958,2022,13,2022-11-26T00:30:00.000Z,Florida State,Florida,45,38
401403959,2022,13,2022-11-26T17:00:00.000Z,Georgia,Georgia Tech,37,14
401403960,2022,13,2022-11-26T20:00:00.000Z,Kentucky,Louisville,26,11
401403961,2022,13,2022-11-25T20:30:00.000Z,Missouri,Arkansas,29,27
401403962,2022,13,2022-11-26T17:00:00.000Z,Clemson,South Carolina,30,31
401403963,2022,13,2022-11-27T00:00:00.000Z,Texas A&M,LSU,38,23
401403964,2022,13,2022-11-27T00:30:00.000Z,Vanderbilt,Tennessee,0,56
401403966,2022,1,2022-09-03T02:00:00.000Z,Colorado,TCU,13,38
401403967,2022,1,2022-09-03T19:30:00.000Z,San Diego State,Arizona,20,38
401403969,2022,1,2022-09-04T02:30:00.000Z,Oregon State,Boise State,34,17
401403971,2022,1,2022-09-03T18:30:00.000Z,UCLA,Bowling Green,45,17
401403973,2022,1,2022-09-04T02:30:00.000Z,Washington,Kent State,45,20
401403975,2022,2,2022-09-10T23:30:00.000Z,Oklahoma State,Arizona State,34,17
401403976,2022,2,2022-09-10T20:00:00.000Z,California,UNLV,20,14
401403977,2022,2,2022-09-10T19:30:00.000Z,Air Force,Colorado,7,0
401403979,2022,2,2022-09-11T02:30:00.000Z,Fresno State,Oregon State,32,29
401403980,2022,2,2022-09-10T23:30:00.000Z,Stanford,USC,28,41
401403984,2022,2,2022-09-10T19:30:00.000Z,Wisconsin,Washington State,0,0
401403986,2022,3,2022-09-18T03:00:00.000Z,Arizona State,Eastern Michigan,0,0
401403987,2022,3,2022-09-17T18:30:00.000Z,Notre Dame,California,24,17
401403988,2022,3,2022-09-17T19:30:00.000Z,Minnesota,Colorado,49,7
401403989,2022,3,2022-09-17T19:30:00.000Z,Oregon,BYU,41,20
401403991,2022,3,2022-09-17T18:00:00.000Z,UCLA,South Alabama,29,31
401403992,2022,3,2022-09-18T02:30:00.000Z,USC,Fresno State,45,17
401403993,2022,3,2022-09-18T02:00:00.000Z,Utah,San Diego State,35,7
401403994,2022,3,2022-09-17T23:30:00.000Z,Washington,Michigan State,39,28
401403995,2022,3,2022-09-17T21:00:00.000Z,Washington State,Colorado State,38,7
401403996,2022,4,2022-09-24T21:30:00.000Z,California,Arizona,49,31
401403997,2022,4,2022-09-25T02:30:00.000Z,Arizona State,Utah,13,34
401403998,2022,4,2022-09-24T18:00:00.000Z,Colorado,UCLA,17,45
401403999,2022,4,2022-09-24T20:00:00.000Z,Washington State,Oregon,41,44
401404000,2022,4,2022-09-25T01:30:00.000Z,Oregon State,USC,14,17
401404001,2022,4,2022-09-25T02:30:00.000Z,Washington,Stanford,40,22
401404002,2022,5,2022-10-02T01:30:00.000Z,Arizona,Colorado,0,0
401404003,2022,5,2022-10-02T02:30:00.000Z,USC,Arizona State,42,25
401404004,2022,5,2022-10-01T21:30:00.000Z,Washington State,California,28,9
401404005,2022,5,2022-10-02T03:00:00.000Z,Oregon,Stanford,45,27
401404006,2022,5,2022-10-01T18:00:00.000Z,Utah,Oregon State,42,16
401404007,2022,5,2022-10-01T02:30:00.000Z,UCLA,Washington,40,32
401404008,2022,6,2022-10-09T01:00:00.000Z,Arizona,Oregon,22,49
401404009,2022,6,2022-10-08T20:00:00.000Z,Arizona State,Washington,45,38
401404010,2022,6,2022-10-09T03:00:00.000Z,Stanford,Oregon State,27,28
401404011,2022,6,2022-10-08T19:30:00.000Z,UCLA,Utah,42,32
401404012,2022,6,2022-10-08T23:30:00.000Z,USC,Washington State,30,14
401404013,2022,7,2022-10-15T21:30:00.000Z,Washington,Arizona,49,39
401404014,2022,7,2022-10-15T18:00:00.000Z,Colorado,California,20,13
401404015,2022,7,2022-10-16T01:00:00.000Z,Oregon State,Washington State,24,10
401404016,2022,7,2022-10-15T23:30:00.000Z,Notre Dame,Stanford,14,16
401404017,2022,7,2022-10-16T00:00:00.000Z,Utah,USC,43,42
401404018,2022,8,2022-10-22T20:00:00.000Z,Stanford,Arizona State,15,14
401404019,2022,8,2022-10-23T02:30:00.000Z,California,Washington,21,28
401404020,2022,8,2022-10-23T00:00:00.000Z,Oregon State,Colorado,42,9
401404021,2022,8,2022-10-22T19:30:00.000Z,Oregon,UCLA,45,30
401404022,2022,9,2022-10-29T23:00:00.000Z,Arizona,USC,37,45
401404023,2022,9,2022-10-29T23:30:00.000Z,Colorado,Arizona State,34,42
401404024,2022,9,2022-10-29T19:30:00.000Z,California,Oregon,24,42
401404025,2022,9,2022-10-30T02:30:00.000Z,UCLA,Stanford,38,13
401404026,2022,9,2022-10-28T02:00:00.000Z,Washington State,Utah,17,21
401404027,2022,10,2022-11-05T23:30:00.000Z,Utah,Arizona,45,20
401404028,2022,10,2022-11-06T02:30:00.000Z,Arizona State,UCLA,36,50
401404029,2022,10,2022-11-06T02:30:00.000Z,USC,California,41,35
401404030,2022,10,2022-11-05T19:30:00.000Z,Colorado,Oregon,10,49
401404031,2022,10,2022-11-05T02:30:00.000Z,Washington,Oregon State,24,21
401404032,2022,10,2022-11-05T19:30:00.000Z,Stanford,Washington State,14,52
401404033,2022,11,2022-11-12T02:30:00.000Z,USC,Colorado,55,17
401404034,2022,11,2022-11-13T03:30:00.000Z,UCLA,Arizona,28,34
401404035,2022,11,2022-11-12T20:30:00.000Z,Washington State,Arizona State,28,18
401404036,2022,11,2022-11-13T02:00:00.000Z,Oregon State,California,38,10
401404037,2022,11,2022-11-13T00:00:00.000Z,Oregon,Washington,34,37
401404038,2022,11,2022-11-13T03:00:00.000Z,Utah,Stanford,42,7
401404039,2022,12,2022-11-19T19:00:00.000Z,Arizona,Washington State,20,31
401404040,2022,12,2022-11-19T19:15:00.000Z,Arizona State,Oregon State,7,31
401404041,2022,12,2022-11-19T22:30:00.000Z,California,Stanford,27,20
401404042,2022,12,2022-11-20T02:00:00.000Z,Washington,Colorado,54,7
401404043,2022,12,2022-11-20T03:30:00.000Z,Oregon,Utah,20,17
401404044,2022,12,2022-11-20T01:00:00.000Z,UCLA,USC,45,48
401404045,2022,13,2022-11-25T20:00:00.000Z,Arizona,Arizona State,38,35
401404046,2022,13,2022-11-25T21:30:00.000Z,California,UCLA,28,37
401404047,2022,13,2022-11-26T20:30:00.000Z,Oregon State,Oregon,38,34
401404048,2022,13,2022-11-26T21:00:00.000Z,Colorado,Utah,21,63
401404049,2022,13,2022-11-27T04:00:00.000Z,Stanford,BYU,26,35
401404051,2022,13,2022-11-27T03:30:00.000Z,Washington State,Washington,33,51
401404059,2022,1,2022-09-04T00:00:00.000Z,Texas,UL Monroe,52,10
401404062,2022,2,2022-09-11T02:15:00.000Z,BYU,Baylor,26,20
401404063,2022,2,2022-09-10T20:00:00.000Z,Texas Tech,Houston,22,27
401404064,2022,2,2022-09-10T20:00:00.000Z,Iowa,Iowa State,7,10
401404065,2022,2,2022-09-10T22:00:00.000Z,West Virginia,Kansas,42,48
401404066,2022,2,2022-09-10T23:00:00.000Z,Oklahoma,Kent State,33,3
401404068,2022,3,2022-09-17T20:00:00.000Z,Houston,Kansas,30,48
401404069,2022,3,2022-09-17T18:00:00.000Z,Iowa State,Ohio,43,10
401404070,2022,3,2022-09-17T16:00:00.000Z,Nebraska,Oklahoma,14,49
401404071,2022,3,2022-09-17T16:00:00.000Z,Baylor,Texas State,42,7
401404072,2022,3,2022-09-17T23:00:00.000Z,NC State,Texas Tech,27,14
401404074,2022,3,2022-09-17T19:00:00.000Z,Kansas State,Tulane,10,17
401404078,2022,4,2022-09-24T16:00:00.000Z,SMU,TCU,34,42
401404079,2022,4,2022-09-24T16:00:00.000Z,Kansas,Duke,35,27
401404080,2022,4,2022-09-24T16:00:00.000Z,Iowa State,Baylor,24,31
401404081,2022,4,2022-09-25T00:00:00.000Z,Oklahoma,Kansas State,34,41
401404082,2022,4,2022-09-24T19:30:00.000Z,Texas Tech,Texas,37,34
401404083,2022,5,2022-10-01T19:30:00.000Z,Baylor,Oklahoma State,25,36
401404084,2022,5,2022-10-01T19:30:00.000Z,Kansas,Iowa State,14,11
401404085,2022,5,2022-10-01T16:00:00.000Z,Kansas State,Texas Tech,37,28
401404086,2022,5,2022-10-01T16:00:00.000Z,TCU,Oklahoma,55,24
401404087,2022,5,2022-10-01T23:30:00.000Z,Texas,West Virginia,38,20
401404088,2022,6,2022-10-08T23:30:00.000Z,Iowa State,Kansas State,9,10
401404089,2022,6,2022-10-08T16:00:00.000Z,Kansas,TCU,31,38
401404090,2022,6,2022-10-08T16:00:00.000Z,Oklahoma,Texas,0,49
401404091,2022,6,2022-10-08T19:30:00.000Z,Oklahoma State,Texas Tech,41,31
401404092,2022,7,2022-10-13T23:00:00.000Z,West Virginia,Baylor,43,40
401404093,2022,7,2022-10-15T16:00:00.000Z,Texas,Iowa State,24,21
401404094,2022,7,2022-10-15T16:00:00.000Z,Oklahoma,Kansas,52,42
401404095,2022,7,2022-10-15T19:30:00.000Z,TCU,Oklahoma State,43,40
401404096,2022,8,2022-10-22T16:00:00.000Z,Baylor,Kansas,35,23
401404097,2022,8,2022-10-23T00:00:00.000Z,TCU,Kansas State,38,28
401404098,2022,8,2022-10-22T19:30:00.000Z,Oklahoma State,Texas,41,34
401404099,2022,8,2022-10-22T19:00:00.000Z,Texas Tech,West Virginia,48,10
401404100,2022,9,2022-10-29T16:00:00.000Z,Iowa State,Oklahoma,13,27
401404101,2022,9,2022-10-29T23:30:00.000Z,Texas Tech,Baylor,17,45
401404102,2022,9,2022-10-29T19:30:00.000Z,Kansas State,Oklahoma State,48,0
401404103,2022,9,2022-10-29T16:00:00.000Z,West Virginia,TCU,31,41
401404104,2022,10,2022-11-05T19:00:00.000Z,Oklahoma,Baylor,35,38
401404105,2022,10,2022-11-05T19:30:00.000Z,Iowa State,West Virginia,31,14
401404106,2022,10,2022-11-05T19:30:00.000Z,Kansas,Oklahoma State,37,16
401404107,2022,10,2022-11-05T23:00:00.000Z,Kansas State,Texas,27,34
401404108,2022,10,2022-11-05T16:00:00.000Z,TCU,Texas Tech,34,24
401404109,2022,11,2022-11-13T00:00:00.000Z,Baylor,Kansas State,3,38
401404110,2022,11,2022-11-12T20:30:00.000Z,Oklahoma State,Iowa State,20,14
401404111,2022,11,2022-11-13T00:00:00.000Z,Texas Tech,Kansas,43,28
401404112,2022,11,2022-11-12T17:00:00.000Z,West Virginia,Oklahoma,23,20
401404113,2022,11,2022-11-13T00:30:00.000Z,Texas,TCU,10,17
401404114,2022,12,2022-11-19T17:00:00.000Z,Baylor,TCU,28,29
401404115,2022,12,2022-11-20T00:00:00.000Z,Iowa State,Texas Tech,10,14
401404116,2022,12,2022-11-19T20:30:00.000Z,Kansas,Texas,14,55
401404117,2022,12,2022-11-19T19:00:00.000Z,West Virginia,Kansas State,31,48
401404118,2022,12,2022-11-20T00:30:00.000Z,Oklahoma,Oklahoma State,28,13
401404119,2022,13,2022-11-25T17:00:00.000Z,Texas,Baylor,38,27
401404120,2022,13,2022-11-26T21:00:00.000Z,TCU,Iowa State,62,14
401404121,2022,13,2022-11-27T01:00:00.000Z,Kansas State,Kansas,47,27
401404122,2022,13,2022-11-27T00:30:00.000Z,Texas Tech,Oklahoma,48,48
401404123,2022,13,2022-11-26T17:00:00.000Z,Oklahoma State,West Virginia,19,24
401404124,2022,1,2022-09-03T23:30:00.000Z,Ohio State,Notre Dame,21,10
401404125,2022,2,2022-09-10T18:30:00.000Z,Notre Dame,Marshall,21,26
401404126,2022,4,2022-09-24T19:30:00.000Z,North Carolina,Notre Dame,32,45
401404127,2022,6,2022-10-08T23:30:00.000Z,Notre Dame,BYU,28,20
401404128,2022,8,2022-10-22T18:30:00.000Z,Notre Dame,UNLV,44,21
401404129,2022,9,2022-10-29T16:00:00.000Z,Syracuse,Notre Dame,24,41
401404130,2022,10,2022-11-05T23:30:00.000Z,Notre Dame,Clemson,35,14
401404131,2022,11,2022-11-12T17:00:00.000Z,Navy,Notre Dame,32,35
401404132,2022,12,2022-11-19T19:30:00.000Z,Notre Dame,Boston College,44,0
401404133,2022,13,2022-11-27T00:30:00.000Z,USC,Notre Dame,38,27
401404134,2022,1,2022-09-03T23:00:00.000Z,Coastal Carolina,Army,38,28
401404137,2022,5,2022-10-01T16:00:00.000Z,Army,Georgia State,14,31
401404138,2022,6,2022-10-08T23:30:00.000Z,Wake Forest,Army,45,10
401404140,2022,8,2022-10-22T16:00:00.000Z,Army,UL Monroe,48,24
401404141,2022,10,2022-11-05T15:30:00.000Z,Army,Air Force,7,13
401404142,2022,11,2022-11-12T20:30:00.000Z,Troy,Army,10,9
401404143,2022,12,2022-11-19T17:00:00.000Z,Army,UConn,34,17
401404144,2022,13,2022-11-26T17:00:00.000Z,Massachusetts,Army,7,44
401404145,2022,15,2022-12-10T20:00:00.000Z,Army,Navy,20,17
401404146,2022,1,2022-08-27T20:00:00.000Z,Utah State,UConn,31,20
401404148,2022,2,2022-09-10T23:00:00.000Z,UConn,Syracuse,14,48
401404149,2022,3,2022-09-17T16:00:00.000Z,Michigan,UConn,59,0
401404150,2022,4,2022-09-24T23:30:00.000Z,NC State,UConn,41,10
401404151,2022,5,2022-10-01T19:30:00.000Z,UConn,Fresno State,19,14
401404153,2022,7,2022-10-15T18:00:00.000Z,Ball State,UConn,25,21
401404154,2022,9,2022-10-29T16:00:00.000Z,UConn,Boston College,0,0
401404155,2022,10,2022-11-04T23:00:00.000Z,UConn,Massachusetts,27,10
401404156,2022,11,2022-11-12T17:00:00.000Z,UConn,Liberty,36,33
401404157,2022,1,2022-09-03T23:00:00.000Z,Southern Miss,Liberty,24,24
401404159,2022,3,2022-09-17T21:00:00.000Z,Wake Forest,Liberty,37,36
401404160,2022,4,2022-09-24T22:00:00.000Z,Liberty,Akron,21,12
401404161,2022,5,2022-10-01T22:00:00.000Z,Old Dominion,Liberty,24,38
401404163,2022,8,2022-10-22T19:30:00.000Z,Liberty,BYU,41,14
401404164,2022,6,2022-10-08T19:30:00.000Z,Massachusetts,Liberty,24,42
401404165,2022,12,2022-11-19T17:00:00.000Z,Liberty,Virginia Tech,22,21
401404166,2022,13,2022-11-26T17:00:00.000Z,Liberty,New Mexico State,14,49
401405058,2022,1,2022-08-27T20:00:00.000Z,Illinois,Wyoming,38,6
401405059,2022,1,2022-08-27T16:30:00.000Z,Northwestern,Nebraska,31,28
401405060,2022,1,2022-09-02T01:00:00.000Z,Minnesota,New Mexico State,38,0
401405061,2022,1,2022-09-03T00:00:00.000Z,Indiana,Illinois,23,20
401405064,2022,1,2022-09-02T00:00:00.000Z,Purdue,Penn State,31,35
401405066,2022,1,2022-09-03T16:00:00.000Z,Maryland,Buffalo,31,10
401405067,2022,1,2022-09-03T16:00:00.000Z,Michigan,Colorado State,51,7
401405069,2022,1,2022-09-03T16:00:00.000Z,Boston College,Rutgers,21,22
401405070,2022,2,2022-09-10T20:00:00.000Z,Illinois,Virginia,24,3
401405072,2022,2,2022-09-10T23:30:00.000Z,Nebraska,Georgia Southern,42,45
401405073,2022,2,2022-09-10T16:00:00.000Z,Northwestern,Duke,23,31
401405077,2022,2,2022-09-11T00:00:00.000Z,Michigan,Hawai'i,56,10
401405078,2022,2,2022-09-10T20:00:00.000Z,Michigan State,Akron,52,0
401405079,2022,2,2022-09-10T16:00:00.000Z,Ohio State,Arkansas State,45,12
401405080,2022,2,2022-09-10T16:00:00.000Z,Penn State,Ohio,46,10
401405082,2022,3,2022-09-17T23:30:00.000Z,Iowa,Nevada,27,0
401405084,2022,3,2022-09-17T16:00:00.000Z,Syracuse,Purdue,0,0
401405085,2022,3,2022-09-17T19:30:00.000Z,Wisconsin,New Mexico State,66,7
401405087,2022,3,2022-09-17T23:30:00.000Z,Maryland,SMU,34,27
401405088,2022,3,2022-09-17T23:00:00.000Z,Ohio State,Toledo,77,21
401405089,2022,3,2022-09-17T18:00:00.000Z,Temple,Rutgers,14,16
401405091,2022,4,2022-09-24T23:00:00.000Z,Rutgers,Iowa,10,27
401405092,2022,4,2022-09-24T19:30:00.000Z,Michigan State,Minnesota,7,34
401405093,2022,4,2022-09-24T23:30:00.000Z,Northwestern,Miami (OH),14,17
401405095,2022,4,2022-09-24T23:30:00.000Z,Ohio State,Wisconsin,52,21
401405096,2022,4,2022-09-24T19:30:00.000Z,Cincinnati,Indiana,45,24
401405097,2022,4,2022-09-24T16:00:00.000Z,Michigan,Maryland,34,27
401405098,2022,4,2022-09-24T16:00:00.000Z,Penn State,Central Michigan,33,14
401405099,2022,5,2022-10-01T16:00:00.000Z,Wisconsin,Illinois,10,34
401405100,2022,5,2022-10-01T16:00:00.000Z,Iowa,Michigan,14,27
401405101,2022,5,2022-10-01T16:00:00.000Z,Minnesota,Purdue,10,20
401405102,2022,5,2022-10-01T23:30:00.000Z,Nebraska,Indiana,35,21
401405103,2022,5,2022-10-01T19:30:00.000Z,Maryland,Michigan State,27,13
401405104,2022,5,2022-10-01T19:30:00.000Z,Ohio State,Rutgers,49,10
401405105,2022,5,2022-10-01T19:30:00.000Z,Penn State,Northwestern,17,7
401405106,2022,6,2022-10-08T23:30:00.000Z,Illinois,Iowa,9,6
401405107,2022,6,2022-10-08T19:30:00.000Z,Northwestern,Wisconsin,7,42
401405108,2022,6,2022-10-08T16:00:00.000Z,Indiana,Michigan,10,31
401405109,2022,6,2022-10-08T16:00:00.000Z,Maryland,Purdue,27,31
401405110,2022,6,2022-10-08T20:00:00.000Z,Michigan State,Ohio State,20,49
401405111,2022,6,2022-10-07T23:00:00.000Z,Rutgers,Nebraska,13,14
401405112,2022,7,2022-10-15T16:00:00.000Z,Illinois,Minnesota,26,14
401405113,2022,7,2022-10-15T23:30:00.000Z,Purdue,Nebraska,43,37
401405114,2022,7,2022-10-15T19:30:00.000Z,Indiana,Maryland,33,38
401405115,2022,7,2022-10-15T16:00:00.000Z,Michigan,Penn State,41,17
401405116,2022,7,2022-10-15T20:00:00.000Z,Michigan State,Wisconsin,22,28
401405117,2022,8,2022-10-22T19:30:00.000Z,Wisconsin,Purdue,35,24
401405118,2022,8,2022-10-22T19:30:00.000Z,Maryland,Northwestern,31,24
401405119,2022,8,2022-10-22T16:00:00.000Z,Ohio State,Iowa,54,10
401405120,2022,8,2022-10-22T23:30:00.000Z,Penn State,Minnesota,45,17
401405121,2022,8,2022-10-22T16:00:00.000Z,Rutgers,Indiana,24,17
401405122,2022,9,2022-10-29T19:30:00.000Z,Iowa,Northwestern,33,7
401405123,2022,9,2022-10-29T18:30:00.000Z,Minnesota,Rutgers,31,0
401405124,2022,9,2022-10-29T19:30:00.000Z,Nebraska,Illinois,9,26
401405125,2022,9,2022-10-29T23:30:00.000Z,Michigan,Michigan State,29,7
401405126,2022,9,2022-10-29T16:00:00.000Z,Penn State,Ohio State,31,44
401405127,2022,10,2022-11-05T19:30:00.000Z,Illinois,Michigan State,15,23
401405128,2022,10,2022-11-05T16:00:00.000Z,Nebraska,Minnesota,13,20
401405129,2022,10,2022-11-05T16:00:00.000Z,Northwestern,Ohio State,7,21
401405130,2022,10,2022-11-05T16:00:00.000Z,Purdue,Iowa,3,24
401405131,2022,10,2022-11-05T16:00:00.000Z,Wisconsin,Maryland,23,10
401405132,2022,10,2022-11-05T19:30:00.000Z,Indiana,Penn State,14,45
401405133,2022,10,2022-11-05T23:30:00.000Z,Rutgers,Michigan,17,52
401405134,2022,11,2022-11-12T17:00:00.000Z,Illinois,Purdue,24,31
401405135,2022,11,2022-11-12T20:30:00.000Z,Iowa,Wisconsin,24,10
401405136,2022,11,2022-11-12T20:30:00.000Z,Minnesota,Northwestern,31,3
401405137,2022,11,2022-11-12T20:30:00.000Z,Michigan,Nebraska,34,3
401405138,2022,11,2022-11-12T17:00:00.000Z,Michigan State,Rutgers,27,21
401405139,2022,11,2022-11-12T17:00:00.000Z,Ohio State,Indiana,56,14
401405140,2022,11,2022-11-12T20:30:00.000Z,Penn State,Maryland,30,0
401405141,2022,12,2022-11-19T21:00:00.000Z,Minnesota,Iowa,10,13
401405142,2022,12,2022-11-19T17:00:00.000Z,Nebraska,Wisconsin,14,15
401405143,2022,12,2022-11-19T17:00:00.000Z,Purdue,Northwestern,17,9
401405144,2022,12,2022-11-19T20:30:00.000Z,Maryland,Ohio State,30,43
401405145,2022,12,2022-11-19T17:00:00.000Z,Michigan,Illinois,19,17
401405146,2022,12,2022-11-19T17:00:00.000Z,Michigan State,Indiana,31,39
401405147,2022,12,2022-11-19T20:30:00.000Z,Rutgers,Penn State,0,0
401405148,2022,13,2022-11-25T21:00:00.000Z,Iowa,Nebraska,17,24
401405149,2022,13,2022-11-26T20:30:00.000Z,Northwestern,Illinois,3,41
401405150,2022,13,2022-11-26T20:30:00.000Z,Wisconsin,Minnesota,16,23
401405151,2022,13,2022-11-26T20:30:00.000Z,Indiana,Purdue,16,29
401405152,2022,13,2022-11-26T17:00:00.000Z,Maryland,Rutgers,37,0
401405153,2022,13,2022-11-26T17:00:00.000Z,Ohio State,Michigan,23,45
401405154,2022,13,2022-11-26T21:00:00.000Z,Penn State,Michigan State,35,16
401409235,2022,1,2022-08-28T02:00:00.000Z,New Mexico State,Nevada,12,23
401409237,2022,4,2022-09-25T00:00:00.000Z,New Mexico State,Hawai'i,45,20
401409239,2022,7,2022-10-16T00:00:00.000Z,New Mexico State,New Mexico,21,9
401409242,2022,9,2022-10-29T19:30:00.000Z,Massachusetts,New Mexico State,13,23
401411092,2022,1,2022-09-01T23:00:00.000Z,Pittsburgh,West Virginia,38,31
401411094,2022,1,2022-09-02T23:30:00.000Z,Duke,Temple,30,0
401411095,2022,1,2022-09-03T16:00:00.000Z,App State,North Carolina,61,63
401411096,2022,1,2022-09-03T16:00:00.000Z,East Carolina,NC State,20,21
401411099,2022,1,2022-09-04T00:00:00.000Z,Syracuse,Louisville,31,7
401411101,2022,1,2022-09-06T00:00:00.000Z,Georgia Tech,Clemson,10,41
401411103,2022,2,2022-09-10T16:00:00.000Z,Georgia State,North Carolina,28,35
401411105,2022,2,2022-09-10T16:00:00.000Z,Miami,Southern Miss,30,7
401411108,2022,2,2022-09-11T00:00:00.000Z,Virginia Tech,Boston College,27,10
401411109,2022,3,2022-09-16T23:30:00.000Z,Louisville,Florida State,31,35
401411113,2022,3,2022-09-17T18:00:00.000Z,Virginia,Old Dominion,16,14
401411115,2022,3,2022-09-17T23:30:00.000Z,Western Michigan,Pittsburgh,13,34
401411116,2022,4,2022-09-22T23:30:00.000Z,Virginia Tech,West Virginia,10,33
401411117,2022,4,2022-09-23T23:00:00.000Z,Syracuse,Virginia,22,20
401411118,2022,4,2022-09-25T00:00:00.000Z,Florida State,Boston College,44,14
401411119,2022,4,2022-09-24T16:00:00.000Z,Louisville,South Florida,41,3
401411122,2022,4,2022-09-24T20:00:00.000Z,UCF,Georgia Tech,27,10
401411123,2022,4,2022-09-24T16:00:00.000Z,Wake Forest,Clemson,45,51
