season,date,game_key,pitcher,team,opponent,started,finished,outs,pitches,runs,er,h,hr,bb,so
2021,2021-04-01,ANA202104010,bumma001,CHA,ANA,0,0,2,28,2,0,2,0,1,1
2021,2021-04-01,ANA202104010,bundd001,ANA,CHA,1,0,18,88,3,3,6,1,1,6
2021,2021-04-01,ANA202104010,fostm001,CHA,ANA,0,1,1,5,0,0,0,0,0,0
2021,2021-04-01,ANA202104010,gioll001,CHA,ANA,1,0,16,87,2,2,2,1,2,8
2021,2021-04-01,ANA202104010,heuec001,CHA,ANA,0,0,5,20,0,0,2,0,1,1
2021,2021-04-01,ANA202104010,igler001,ANA,CHA,0,1,3,8,0,0,0,0,0,2
2021,2021-04-01,ANA202104010,mayem001,ANA,CHA,0,0,3,17,0,0,0,0,1,1
2021,2021-04-01,ANA202104010,slega001,ANA,CHA,0,0,3,12,0,0,1,0,0,1
2021,2021-04-01,CHN202104010,adamj002,CHN,PIT,0,0,3,38,0,0,1,0,2,1
2021,2021-04-01,CHN202104010,bednd001,PIT,CHN,0,0,3,12,0,0,0,0,0,2
2021,2021-04-01,CHN202104010,brotr001,CHN,PIT,0,0,2,16,1,1,1,0,1,1
2021,2021-04-01,CHN202104010,chafa001,CHN,PIT,0,0,2,14,0,0,1,0,1,0
2021,2021-04-01,CHN202104010,hendk001,CHN,PIT,1,0,9,63,3,3,4,1,3,4
2021,2021-04-01,CHN202104010,holmc001,PIT,CHN,0,0,3,12,0,0,0,0,0,1
2021,2021-04-01,CHN202104010,howas002,PIT,CHN,0,0,3,13,0,0,0,0,0,3
2021,2021-04-01,CHN202104010,kuhlc001,PIT,CHN,1,0,9,63,2,1,1,0,3,2
2021,2021-04-01,CHN202104010,milla003,CHN,PIT,0,1,3,17,0,0,0,0,0,1
2021,2021-04-01,CHN202104010,rodrr008,PIT,CHN,0,1,3,14,0,0,0,0,1,2
2021,2021-04-01,CHN202104010,strac001,PIT,CHN,0,0,3,19,1,1,1,0,0,0
2021,2021-04-01,CHN202104010,teper001,CHN,PIT,0,0,1,12,0,0,0,0,1,1
2021,2021-04-01,CHN202104010,unded001,PIT,CHN,0,0,3,18,0,0,0,0,0,3
2021,2021-04-01,CHN202104010,winkd001,CHN,PIT,0,0,5,31,1,1,1,0,1,2
2021,2021-04-01,CHN202104010,workb001,CHN,PIT,0,0,2,23,0,0,1,0,2,0
2021,2021-04-01,CIN202104010,bedrc001,CIN,SLN,0,0,2,9,1,1,1,1,0,1
2021,2021-04-01,CIN202104010,cabrg001,SLN,CIN,0,0,3,18,0,0,0,0,2,0
2021,2021-04-01,CIN202104010,castl003,CIN,SLN,1,0,10,73,10,8,8,1,2,0
2021,2021-04-01,CIN202104010,dools001,CIN,SLN,0,1,3,15,0,0,1,0,0,2
2021,2021-04-01,CIN202104010,flahj002,SLN,CIN,1,0,13,94,6,6,6,2,2,4
2021,2021-04-01,CIN202104010,fulmc001,CIN,SLN,0,0,6,23,0,0,0,0,0,2
2021,2021-04-01,CIN202104010,gallg001,SLN,CIN,0,0,3,19,0,0,0,0,0,2
2021,2021-04-01,CIN202104010,helsr001,SLN,CIN,0,0,3,17,0,0,3,0,0,1
2021,2021-04-01,CIN202104010,reyea004,SLN,CIN,0,1,3,21,0,0,1,0,1,1
2021,2021-04-01,CIN202104010,romas001,CIN,SLN,0,0,6,26,0,0,0,0,1,2
2021,2021-04-01,CIN202104010,webbt001,SLN,CIN,0,0,2,7,0,0,0,0,0,0
2021,2021-04-01,COL202104010,alexs001,LAN,COL,0,1,4,22,0,0,0,0,0,0
2021,2021-04-01,COL202104010,almoy001,COL,LAN,0,0,3,12,0,0,1,0,0,0
2021,2021-04-01,COL202104010,bardd001,COL,LAN,0,1,3,24,0,0,1,0,1,2
2021,2021-04-01,COL202104010,gonzc002,COL,LAN,0,0,6,42,3,3,5,0,1,2
2021,2021-04-01,COL202104010,kersc001,LAN,COL,1,0,17,77,6,5,10,0,1,2
2021,2021-04-01,COL202104010,kinlt001,COL,LAN,0,0,3,20,1,1,2,0,0,0
2021,2021-04-01,COL202104010,knebc001,LAN,COL,0,0,1,4,0,0,0,0,0,1
2021,2021-04-01,COL202104010,marqg001,COL,LAN,1,0,12,92,1,1,6,0,6,2
2021,2021-04-01,COL202104010,nelsj004,LAN,COL,0,0,2,28,2,2,1,0,2,1
2021,2021-04-01,DET202104010,biebs001,CLE,DET,1,0,18,95,3,3,5,1,3,12
2021,2021-04-01,DET202104010,boydm001,DET,CLE,1,0,17,92,0,0,3,0,4,2
2021,2021-04-01,DET202104010,cisnj001,DET,CLE,0,0,3,14,0,0,0,0,0,2
2021,2021-04-01,DET202104010,karij001,CLE,DET,0,1,3,17,0,0,0,0,1,1
2021,2021-04-01,DET202104010,norrd002,DET,CLE,0,0,4,21,0,0,1,0,1,1
2021,2021-04-01,DET202104010,shawb001,CLE,DET,0,0,3,13,0,0,0,0,1,1
2021,2021-04-01,DET202104010,sotog003,DET,CLE,0,1,3,27,2,2,2,1,1,0
2021,2021-04-01,KCA202104010,allak001,TEX,KCA,0,1,3,15,1,1,2,1,0,1
2021,2021-04-01,KCA202104010,barls001,KCA,TEX,0,0,5,33,0,0,1,0,2,4
2021,2021-04-01,KCA202104010,codyk001,TEX,KCA,0,0,3,38,3,3,4,1,1,2
2021,2021-04-01,KCA202104010,daviw001,KCA,TEX,0,1,2,8,0,0,0,0,0,2
2021,2021-04-01,KCA202104010,degeb001,TEX,KCA,0,0,3,26,3,3,1,0,2,0
2021,2021-04-01,KCA202104010,gibsk002,TEX,KCA,1,0,1,32,5,5,4,0,3,1
2021,2021-04-01,KCA202104010,hahnj001,KCA,TEX,0,0,3,23,1,1,1,0,1,2
2021,2021-04-01,KCA202104010,heart001,TEX,KCA,0,0,7,50,2,2,4,1,1,2
2021,2021-04-01,KCA202104010,hernc006,KCA,TEX,0,0,9,44,2,2,3,0,1,5
2021,2021-04-01,KCA202104010,hollg001,KCA,TEX,0,0,2,25,1,0,1,0,2,1
2021,2021-04-01,KCA202104010,kellb003,KCA,TEX,1,0,4,51,6,6,9,0,2,0
2021,2021-04-01,KCA202104010,kingj002,TEX,KCA,0,0,3,11,0,0,0,0,0,0
2021,2021-04-01,KCA202104010,sborj002,TEX,KCA,0,0,4,28,0,0,0,0,1,2
2021,2021-04-01,KCA202104010,zimmk001,KCA,TEX,0,0,2,15,0,0,0,0,1,2
2021,2021-04-01,MIA202104010,alcas001,MIA,TBA,1,0,18,83,0,0,2,0,2,7
2021,2021-04-01,MIA202104010,castd002,TBA,MIA,0,1,3,12,0,0,0,0,0,2
2021,2021-04-01,MIA202104010,cimba001,MIA,TBA,0,1,1,14,0,0,0,0,1,0
2021,2021-04-01,MIA202104010,detwr001,MIA,TBA,0,0,2,14,0,0,2,0,0,2
2021,2021-04-01,MIA202104010,fairp001,TBA,MIA,0,0,3,20,0,0,1,0,1,0
2021,2021-04-01,MIA202104010,flord002,MIA,TBA,0,0,3,12,0,0,0,0,0,2
2021,2021-04-01,MIA202104010,garcy001,MIA,TBA,0,0,3,15,1,1,1,1,0,1
2021,2021-04-01,MIA202104010,glast001,TBA,MIA,1,0,18,77,0,0,1,0,0,6
2021,2021-04-01,MIA202104010,thomr007,TBA,MIA,0,0,3,12,0,0,1,0,0,1
2021,2021-04-01,MIL202104010,coloa001,MIN,MIL,0,0,3,17,3,0,2,0,0,0
2021,2021-04-01,MIL202104010,dobnr001,MIN,MIL,0,1,0,3,1,0,1,0,0,0
2021,2021-04-01,MIL202104010,dufft001,MIN,MIL,0,0,2,11,0,0,2,0,0,0
2021,2021-04-01,MIL202104010,feyej001,MIL,MIN,0,0,3,15,0,0,0,0,1,2
2021,2021-04-01,MIL202104010,hadej001,MIL,MIN,0,1,3,11,0,0,0,0,0,3
2021,2021-04-01,MIL202104010,lindj004,MIL,MIN,0,0,3,14,0,0,0,0,1,1
2021,2021-04-01,MIL202104010,maedk001,MIN,MIL,1,0,13,83,2,1,6,0,2,5
2021,2021-04-01,MIL202104010,peraf001,MIL,MIN,0,0,6,53,0,0,2,0,3,6
2021,2021-04-01,MIL202104010,roblh001,MIN,MIL,0,0,3,12,0,0,0,0,0,2
2021,2021-04-01,MIL202104010,roget001,MIN,MIL,0,0,3,10,0,0,0,0,0,1
2021,2021-04-01,MIL202104010,stasc001,MIN,MIL,0,0,3,10,0,0,0,0,0,1
2021,2021-04-01,MIL202104010,woodb005,MIL,MIN,1,0,12,78,3,3,6,0,2,5
2021,2021-04-01,MIL202104010,yarde001,MIL,MIN,0,0,3,18,2,2,2,1,0,0
2021,2021-04-01,NYA202104010,chatt001,TOR,NYA,0,0,2,15,0,0,0,0,1,1
2021,2021-04-01,NYA202104010,coleg001,NYA,TOR,1,0,16,97,2,2,5,1,2,8
2021,2021-04-01,NYA202104010,dolir001,TOR,NYA,0,0,3,18,0,0,0,0,1,2
2021,2021-04-01,NYA202104010,greec003,NYA,TOR,0,0,5,17,0,0,1,0,0,0
2021,2021-04-01,NYA202104010,loaij001,NYA,TOR,0,0,3,8,0,0,0,0,0,1
2021,2021-04-01,NYA202104010,merrj001,TOR,NYA,0,1,3,11,0,0,0,0,0,3
2021,2021-04-01,NYA202104010,nelsn001,NYA,TOR,0,1,3,15,1,0,1,0,0,3
2021,2021-04-01,NYA202104010,odayd001,NYA,TOR,0,0,3,22,0,0,1,0,0,1
2021,2021-04-01,NYA202104010,pheld001,TOR,NYA,0,0,3,22,0,0,2,0,1,0
2021,2021-04-01,NYA202104010,romaj004,TOR,NYA,0,0,3,23,0,0,0,0,2,2
2021,2021-04-01,NYA202104010,ryu-h001,TOR,NYA,1,0,16,92,2,2,4,1,1,5
2021,2021-04-01,OAK202104010,bassc001,OAK,HOU,1,0,16,68,3,3,4,0,2,3
2021,2021-04-01,OAK202104010,greiz001,HOU,OAK,1,0,18,82,0,0,3,0,0,4
2021,2021-04-01,OAK202104010,gudur001,OAK,HOU,0,1,3,28,3,3,2,0,2,0
2021,2021-04-01,OAK202104010,kolaa001,OAK,HOU,0,0,1,20,2,2,2,2,1,0
2021,2021-04-01,OAK202104010,paree003,HOU,OAK,0,0,3,32,1,0,1,0,2,2
2021,2021-04-01,OAK202104010,petiy001,OAK,HOU,0,0,2,11,0,0,1,0,0,0
2021,2021-04-01,OAK202104010,smitj002,HOU,OAK,0,0,2,16,0,0,2,0,0,1
2021,2021-04-01,OAK202104010,stanr002,HOU,OAK,0,1,3,20,0,0,0,0,1,2
2021,2021-04-01,OAK202104010,taylb004,HOU,OAK,0,0,1,5,0,0,0,0,0,1
2021,2021-04-01,OAK202104010,trivl001,OAK,HOU,0,0,3,8,0,0,0,0,0,0
2021,2021-04-01,OAK202104010,wendj001,OAK,HOU,0,0,2,17,0,0,0,0,1,2
2021,2021-04-01,PHI202104010,alvaj004,PHI,ATL,0,0,3,21,0,0,1,0,1,3
2021,2021-04-01,PHI202104010,brada001,PHI,ATL,0,0,1,7,0,0,0,0,1,0
2021,2021-04-01,PHI202104010,brogc001,PHI,ATL,0,1,3,7,0,0,0,0,0,0
2021,2021-04-01,PHI202104010,friem001,ATL,PHI,1,0,15,94,2,2,6,0,2,8
2021,2021-04-01,PHI202104010,jonen001,ATL,PHI,0,1,2,6,1,0,1,0,1,0
2021,2021-04-01,PHI202104010,martc007,ATL,PHI,0,0,3,13,0,0,1,0,0,1
2021,2021-04-01,PHI202104010,matzt001,ATL,PHI,0,0,3,17,0,0,1,0,1,1
2021,2021-04-01,PHI202104010,minta001,ATL,PHI,0,0,3,7,0,0,0,0,0,0
2021,2021-04-01,PHI202104010,nerih001,PHI,ATL,0,0,3,15,0,0,0,0,0,1
2021,2021-04-01,PHI202104010,nolaa001,PHI,ATL,1,0,20,84,2,2,6,1,0,6
2021,2021-04-01,PHI202104010,smitw002,ATL,PHI,0,0,3,14,0,0,0,0,0,3
2021,2021-04-01,SDN202104010,bumgm001,ARI,SDN,1,0,12,91,6,6,7,2,3,6
2021,2021-04-01,SDN202104010,clart003,ARI,SDN,0,1,3,7,0,0,0,0,0,1
2021,2021-04-01,SDN202104010,crics001,ARI,SDN,0,0,2,13,1,1,1,0,1,1
2021,2021-04-01,SDN202104010,darvy001,SDN,ARI,1,0,14,93,4,4,8,2,1,6
2021,2021-04-01,SDN202104010,ginkk001,ARI,SDN,0,0,3,13,0,0,0,0,1,1
2021,2021-04-01,SDN202104010,hillt002,SDN,ARI,0,0,1,16,3,0,2,2,0,1
2021,2021-04-01,SDN202104010,kelak001,SDN,ARI,0,0,3,12,0,0,1,0,0,1
2021,2021-04-01,SDN202104010,melam001,SDN,ARI,0,1,3,7,0,0,0,0,0,0
2021,2021-04-01,SDN202104010,pagae001,SDN,ARI,0,0,3,20,0,0,0,0,0,1
2021,2021-04-01,SDN202104010,pomed001,SDN,ARI,0,0,3,21,0,0,1,0,0,3
2021,2021-04-01,SDN202104010,youna002,ARI,SDN,0,0,4,25,1,1,2,0,0,1
2021,2021-04-01,SEA202104010,alvaj003,SFN,SEA,0,1,0,16,1,0,0,0,3,0
2021,2021-04-01,SEA202104010,barac001,SFN,SEA,0,0,1,9,0,0,0,0,1,1
2021,2021-04-01,SEA202104010,garcj006,SFN,SEA,0,0,1,20,2,2,0,0,2,1
2021,2021-04-01,SEA202104010,gausk001,SFN,SEA,1,0,20,90,1,1,2,0,2,6
2021,2021-04-01,SEA202104010,gonzm005,SEA,SFN,1,0,18,99,5,5,8,3,3,2
2021,2021-04-01,SEA202104010,mcgej001,SFN,SEA,0,0,3,8,0,0,0,0,0,1
2021,2021-04-01,SEA202104010,misia001,SEA,SFN,0,1,3,12,0,0,0,0,0,0
2021,2021-04-01,SEA202104010,montr004,SEA,SFN,0,0,3,18,1,1,1,1,0,2
2021,2021-04-01,SEA202104010,roget002,SFN,SEA,0,0,2,14,1,0,1,0,0,0
2021,2021-04-01,SEA202104010,sadlc002,SEA,SFN,0,0,3,16,0,0,0,0,0,2
2021,2021-04-01,SEA202104010,vestw001,SEA,SFN,0,0,3,29,1,0,1,0,1,1
2021,2021-04-01,SEA202104010,wislm001,SFN,SEA,0,0,0,14,3,3,2,0,1,0
2021,2021-04-02,ANA202104020,cishs001,ANA,CHA,0,0,1,17,2,2,1,0,1,1
2021,2021-04-02,ANA202104020,claua001,ANA,CHA,0,1,1,10,1,1,1,0,1,0
2021,2021-04-02,ANA202104020,fostm001,CHA,ANA,0,0,3,18,0,0,0,0,0,3
2021,2021-04-02,ANA202104020,guerj003,ANA,CHA,0,0,4,20,0,0,1,0,0,1
2021,2021-04-02,ANA202104020,heana001,ANA,CHA,1,0,9,70,7,7,5,1,2,4
2021,2021-04-02,ANA202104020,hendl001,CHA,ANA,0,1,4,34,2,2,2,1,1,2
2021,2021-04-02,ANA202104020,igler001,ANA,CHA,0,0,1,7,2,2,2,1,0,0
2021,2021-04-02,ANA202104020,keucd001,CHA,ANA,1,0,12,69,6,4,6,1,2,4
2021,2021-04-02,ANA202104020,kopem001,CHA,ANA,0,0,6,33,0,0,0,0,1,3
2021,2021-04-02,ANA202104020,marse001,CHA,ANA,0,0,2,7,0,0,0,0,1,0
2021,2021-04-02,ANA202104020,mayem001,ANA,CHA,0,0,5,22,0,0,1,0,0,2
2021,2021-04-02,ANA202104020,rodrc002,ANA,CHA,0,0,6,27,0,0,2,0,1,3
2021,2021-04-02,BOS202104020,andrm001,BOS,BAL,0,0,5,31,1,0,1,0,1,2
2021,2021-04-02,BOS202104020,brica001,BOS,BAL,0,0,2,6,0,0,0,0,0,0
2021,2021-04-02,BOS202104020,eovan001,BOS,BAL,1,0,16,89,1,1,4,0,1,4
2021,2021-04-02,BOS202104020,meanj001,BAL,BOS,1,0,21,97,0,0,1,0,0,5
2021,2021-04-02,BOS202104020,sawah001,BOS,BAL,0,1,3,21,0,0,1,0,0,1
2021,2021-04-02,BOS202104020,scott003,BAL,BOS,0,0,3,25,0,0,0,0,2,2
2021,2021-04-02,BOS202104020,taylj001,BOS,BAL,0,0,1,17,1,1,3,0,0,0
2021,2021-04-02,BOS202104020,valdc003,BAL,BOS,0,1,3,14,0,0,1,0,0,1
2021,2021-04-02,COL202104020,bauet001,LAN,COL,1,0,19,96,4,4,3,2,2,10
2021,2021-04-02,COL202104020,bowdb001,COL,LAN,0,0,4,26,2,2,3,0,0,2
2021,2021-04-02,COL202104020,chacj001,COL,LAN,0,0,5,34,1,1,2,0,0,1
2021,2021-04-02,COL202104020,estec001,COL,LAN,0,0,3,17,1,1,1,0,1,1
2021,2021-04-02,COL202104020,gonzv001,LAN,COL,0,1,3,10,0,0,0,0,0,1
2021,2021-04-02,COL202104020,pricd001,LAN,COL,0,0,5,27,2,2,5,2,0,2
2021,2021-04-02,COL202104020,senza001,COL,LAN,1,0,10,70,7,7,9,0,1,2
2021,2021-04-02,COL202104020,shefj002,COL,LAN,0,1,3,13,0,0,0,0,0,0
2021,2021-04-02,COL202104020,stepr002,COL,LAN,0,0,2,9,0,0,1,0,0,1
2021,2021-04-02,MIA202104020,bassa001,MIA,TBA,0,1,3,15,4,4,4,1,0,1
2021,2021-04-02,MIA202104020,bleir001,MIA,TBA,0,0,3,18,1,1,1,1,0,1
2021,2021-04-02,MIA202104020,castd002,TBA,MIA,0,1,3,14,0,0,1,0,0,1
2021,2021-04-02,MIA202104020,curtj003,MIA,TBA,0,0,3,19,1,1,1,1,0,0
2021,2021-04-02,MIA202104020,fairp001,TBA,MIA,0,0,1,5,0,0,0,0,1,0
2021,2021-04-02,MIA202104020,garcy001,MIA,TBA,0,0,3,14,0,0,0,0,1,1
2021,2021-04-02,MIA202104020,kitta001,TBA,MIA,0,0,3,22,1,1,2,0,1,1
2021,2021-04-02,MIA202104020,lopep002,MIA,TBA,1,0,15,77,0,0,2,0,2,4
2021,2021-04-02,MIA202104020,roe-c001,TBA,MIA,0,0,2,23,2,2,1,0,1,2
2021,2021-04-02,MIA202104020,sherr001,TBA,MIA,0,0,1,11,1,1,2,0,0,0
2021,2021-04-02,MIA202104020,yarbr001,TBA,MIA,1,0,17,65,0,0,4,0,0,3
2021,2021-04-02,OAK202104020,abreb002,HOU,OAK,0,0,7,35,0,0,1,0,1,1
2021,2021-04-02,OAK202104020,diekj001,OAK,HOU,0,0,2,26,3,2,3,0,1,2
2021,2021-04-02,OAK202104020,javic001,HOU,OAK,1,0,11,73,2,2,3,0,0,4
2021,2021-04-02,OAK202104020,luzaj001,OAK,HOU,1,0,15,92,5,5,8,2,1,8
2021,2021-04-02,OAK202104020,presr001,HOU,OAK,0,1,3,16,0,0,1,0,1,1
2021,2021-04-02,OAK202104020,raleb001,HOU,OAK,0,0,1,14,2,2,1,1,1,0
2021,2021-04-02,OAK202104020,romos001,OAK,HOU,0,0,3,21,0,0,1,0,1,0
2021,2021-04-02,OAK202104020,smitb005,OAK,HOU,0,0,6,30,1,1,2,0,1,1
2021,2021-04-02,OAK202104020,smitj002,HOU,OAK,0,0,2,11,0,0,0,0,0,1
2021,2021-04-02,OAK202104020,taylb004,HOU,OAK,0,0,3,15,1,1,2,0,0,0
2021,2021-04-02,OAK202104020,wendj001,OAK,HOU,0,1,1,13,0,0,0,0,1,0
2021,2021-04-02,SDN202104020,clart003,ARI,SDN,0,0,3,19,1,1,2,0,1,1
2021,2021-04-02,SDN202104020,crics001,ARI,SDN,0,1,3,13,0,0,0,0,1,0
2021,2021-04-02,SDN202104020,ginkk001,ARI,SDN,0,0,3,15,0,0,2,0,0,1
2021,2021-04-02,SDN202104020,kellm002,ARI,SDN,1,0,12,94,3,3,5,1,3,4
2021,2021-04-02,SDN202104020,lopey001,ARI,SDN,0,0,3,18,0,0,0,0,2,2
2021,2021-04-02,SDN202104020,melam001,SDN,ARI,0,1,3,23,0,0,1,0,0,1
2021,2021-04-02,SDN202104020,pagae001,SDN,ARI,0,0,3,16,0,0,0,0,0,0
2021,2021-04-02,SDN202104020,snelb001,SDN,ARI,1,0,14,86,0,0,4,0,2,8
2021,2021-04-02,SDN202104020,stamc001,SDN,ARI,0,0,6,32,2,2,3,1,0,2
2021,2021-04-02,SDN202104020,willt003,SDN,ARI,0,0,1,3,0,0,0,0,0,1
2021,2021-04-02,SEA202104020,cuetj001,SFN,SEA,1,0,17,105,3,3,6,0,3,7
2021,2021-04-02,SEA202104020,kikuy001,SEA,SFN,1,0,18,89,3,3,6,2,1,10
2021,2021-04-02,SEA202104020,margn001,SEA,SFN,0,1,3,10,0,0,0,0,0,0
2021,2021-04-02,SEA202104020,mcgej001,SFN,SEA,0,1,3,11,0,0,0,0,0,2
2021,2021-04-02,SEA202104020,middk001,SEA,SFN,0,0,4,19,0,0,0,0,1,1
2021,2021-04-02,SEA202104020,peraw002,SFN,SEA,0,0,4,17,0,0,0,0,0,2
2021,2021-04-02,SEA202104020,roget002,SFN,SEA,0,0,3,19,0,0,0,0,1,1
2021,2021-04-02,SEA202104020,stecd001,SEA,SFN,0,0,2,31,3,3,2,0,2,2
2021,2021-04-03,ANA202104030,cobba001,ANA,CHA,1,0,18,97,3,3,8,1,1,7
2021,2021-04-03,ANA202104030,crocg001,CHA,ANA,0,0,7,26,0,0,0,0,0,3
2021,2021-04-03,ANA202104030,guerj003,ANA,CHA,0,1,4,21,0,0,0,0,1,2
2021,2021-04-03,ANA202104030,lynnl001,CHA,ANA,1,0,14,99,2,0,6,0,2,6
2021,2021-04-03,ANA202104030,marse001,CHA,ANA,0,1,3,19,3,3,3,1,0,2
2021,2021-04-03,ANA202104030,watst001,ANA,CHA,0,0,5,26,0,0,1,0,1,1
2021,2021-04-03,BOS202104030,brica001,BOS,BAL,0,0,3,14,0,0,0,0,0,0
2021,2021-04-03,BOS202104030,harvm001,BAL,BOS,1,0,14,86,2,2,6,0,1,4
2021,2021-04-03,BOS202104030,hernd004,BOS,BAL,0,0,3,15,1,1,2,0,0,2
2021,2021-04-03,BOS202104030,houct001,BOS,BAL,1,0,15,85,3,2,6,0,1,8
2021,2021-04-03,BOS202104030,pluta001,BAL,BOS,0,0,7,33,0,0,1,0,0,2
2021,2021-04-03,BOS202104030,tated001,BAL,BOS,0,0,3,11,0,0,0,0,0,1
2021,2021-04-03,BOS202104030,valdc003,BAL,BOS,0,1,3,22,0,0,0,0,1,1
2021,2021-04-03,BOS202104030,valdp002,BOS,BAL,0,1,6,22,0,0,0,0,0,1
2021,2021-04-03,CHN202104030,andet002,PIT,CHN,1,0,15,91,3,3,5,1,2,7
2021,2021-04-03,CHN202104030,arrij001,CHN,PIT,1,0,18,84,1,1,6,0,1,5
2021,2021-04-03,CHN202104030,chafa001,CHN,PIT,0,0,3,16,0,0,0,0,0,2
2021,2021-04-03,CHN202104030,croww001,PIT,CHN,0,0,2,28,1,1,1,0,2,2
2021,2021-04-03,CHN202104030,felim001,PIT,CHN,0,0,1,7,0,0,0,0,0,1
2021,2021-04-03,CHN202104030,holmc001,PIT,CHN,0,0,3,20,1,1,1,1,0,1
2021,2021-04-03,CHN202104030,kimbc001,CHN,PIT,0,1,3,16,0,0,0,0,0,3
2021,2021-04-03,CHN202104030,oviel001,PIT,CHN,0,1,3,14,0,0,0,0,0,1
2021,2021-04-03,CHN202104030,workb001,CHN,PIT,0,0,3,10,0,0,0,0,0,2
2021,2021-04-03,CIN202104030,bedrc001,CIN,SLN,0,0,2,15,0,0,0,0,1,1
2021,2021-04-03,CIN202104030,dools001,CIN,SLN,0,0,2,13,0,0,0,0,1,1
2021,2021-04-03,CIN202104030,hickj002,SLN,CIN,0,0,3,13,0,0,0,0,0,0
2021,2021-04-03,CIN202104030,mahlt001,CIN,SLN,1,0,15,84,3,2,4,2,2,9
2021,2021-04-03,CIN202104030,milla002,SLN,CIN,0,0,3,25,1,1,3,1,0,3
2021,2021-04-03,CIN202104030,perec004,CIN,SLN,0,0,5,38,1,1,1,0,1,2
2021,2021-04-03,CIN202104030,romas001,CIN,SLN,0,1,3,20,2,2,2,1,0,0
2021,2021-04-03,CIN202104030,waina001,SLN,CIN,1,0,8,56,6,6,7,1,1,1
2021,2021-04-03,CIN202104030,webbt001,SLN,CIN,0,1,3,11,0,0,0,0,0,1
2021,2021-04-03,CIN202104030,woodj003,SLN,CIN,0,0,7,47,2,2,2,0,2,3
2021,2021-04-03,COL202104030,almoy001,COL,LAN,0,0,3,20,2,2,3,0,0,2
2021,2021-04-03,COL202104030,bardd001,COL,LAN,0,1,3,18,0,0,1,0,1,2
2021,2021-04-03,COL202104030,buehw001,LAN,COL,1,0,18,90,2,2,4,1,0,4
2021,2021-04-03,COL202104030,givem001,COL,LAN,0,0,3,25,2,2,2,1,2,1
2021,2021-04-03,COL202104030,gonzv001,LAN,COL,0,0,1,15,1,1,2,0,1,0
2021,2021-04-03,COL202104030,grayj003,COL,LAN,1,0,15,82,1,1,4,0,1,7
2021,2021-04-03,COL202104030,jansk001,LAN,COL,0,1,5,24,0,0,0,0,1,1
2021,2021-04-03,COL202104030,kinlt001,COL,LAN,0,0,3,25,1,1,2,0,0,2
2021,2021-04-03,COL202104030,treib001,LAN,COL,0,0,3,17,2,2,1,1,1,1
2021,2021-04-03,DET202104030,alext001,DET,CLE,0,0,2,16,1,1,2,0,0,1
2021,2021-04-03,DET202104030,fulmm001,DET,CLE,0,0,3,14,0,0,0,0,0,1
2021,2021-04-03,DET202104030,garcb001,DET,CLE,0,1,4,14,0,0,1,0,0,1
2021,2021-04-03,DET202104030,holld003,DET,CLE,0,0,3,11,0,0,0,0,1,0
2021,2021-04-03,DET202104030,matop002,CLE,DET,0,0,1,6,0,0,0,0,0,0
2021,2021-04-03,DET202104030,plesz001,CLE,DET,1,0,18,94,2,2,6,0,2,4
2021,2021-04-03,DET202104030,stept002,CLE,DET,0,1,3,24,0,0,1,0,1,2
2021,2021-04-03,DET202104030,tehej001,DET,CLE,1,0,15,90,1,1,4,1,3,3
2021,2021-04-03,DET202104030,wittn001,CLE,DET,0,0,2,30,3,3,3,0,2,0
2021,2021-04-03,KCA202104030,arihk001,TEX,KCA,1,0,15,73,3,3,6,1,0,1
2021,2021-04-03,KCA202104030,brenj001,KCA,TEX,0,0,2,20,0,0,1,0,1,1
2021,2021-04-03,KCA202104030,bushm001,TEX,KCA,0,1,3,19,1,1,1,1,1,2
2021,2021-04-03,KCA202104030,degeb001,TEX,KCA,0,0,3,18,0,0,0,0,1,0
2021,2021-04-03,KCA202104030,hahnj001,KCA,TEX,0,0,1,8,0,0,0,0,0,1
2021,2021-04-03,KCA202104030,junij001,KCA,TEX,0,0,3,16,0,0,1,0,0,2
2021,2021-04-03,KCA202104030,kingj002,TEX,KCA,0,0,3,26,4,1,4,0,0,1
2021,2021-04-03,KCA202104030,minom001,KCA,TEX,1,0,18,93,4,4,4,1,2,6
2021,2021-04-03,KCA202104030,sborj002,TEX,KCA,0,0,0,12,3,3,1,0,2,0
2021,2021-04-03,KCA202104030,stauj001,KCA,TEX,0,1,3,9,0,0,0,0,0,0
2021,2021-04-03,MIA202104030,archc001,TBA,MIA,0,0,6,52,4,3,4,0,1,2
2021,2021-04-03,MIA202104030,bassa001,MIA,TBA,0,1,3,9,0,0,0,0,0,1
2021,2021-04-03,MIA202104030,bleir001,MIA,TBA,0,0,3,13,0,0,0,0,0,1
2021,2021-04-03,MIA202104030,campp001,MIA,TBA,0,0,6,38,3,3,4,0,1,1
2021,2021-04-03,MIA202104030,cimba001,MIA,TBA,0,0,2,10,1,1,2,0,0,0
2021,2021-04-03,MIA202104030,flord002,MIA,TBA,0,0,3,13,1,0,1,0,0,0
2021,2021-04-03,MIA202104030,herne002,MIA,TBA,1,0,7,34,2,2,2,1,0,3
2021,2021-04-03,MIA202104030,hillr001,TBA,MIA,1,0,12,71,4,4,5,1,2,4
2021,2021-04-03,MIA202104030,mchuc001,TBA,MIA,0,1,3,25,3,3,3,1,1,1
