season,date,game_key,pitcher,team,opponent,started,finished,outs,pitches,runs,er,h,hr,bb,so
2021,2021-07-26,CHN202107260,bracb001,CIN,CHN,0,0,3,16,1,1,1,0,1,1
2021,2021-07-26,CHN202107260,brotr001,CHN,CIN,0,0,6,24,0,0,0,0,0,2
2021,2021-07-26,CHN202107260,garra001,CIN,CHN,0,1,0,1,0,0,1,0,0,0
2021,2021-07-26,CHN202107260,hembh001,CIN,CHN,0,0,2,23,1,1,0,0,2,1
2021,2021-07-26,CHN202107260,hendk001,CHN,CIN,1,0,13,84,5,5,9,2,2,4
2021,2021-07-26,CHN202107260,kimbc001,CHN,CIN,0,1,3,28,0,0,1,0,1,3
2021,2021-07-26,CHN202107260,milew001,CIN,CHN,1,0,13,104,3,3,7,1,5,2
2021,2021-07-26,CHN202107260,morga001,CHN,CIN,0,0,2,8,0,0,0,0,0,1
2021,2021-07-26,CHN202107260,osicj001,CIN,CHN,0,0,2,17,1,1,2,1,0,1
2021,2021-07-26,CHN202107260,santt001,CIN,CHN,0,0,5,22,0,0,1,0,0,3
2021,2021-07-26,CHN202107260,thomk002,CHN,CIN,0,0,3,27,0,0,1,0,1,2
2021,2021-07-26,KCA202107260,barls001,KCA,CHA,0,1,6,23,1,1,2,0,0,0
2021,2021-07-26,KCA202107260,crocg001,CHA,KCA,0,1,3,24,0,0,2,0,1,2
2021,2021-07-26,KCA202107260,heuec001,CHA,KCA,0,0,3,10,0,0,0,0,0,0
2021,2021-07-26,KCA202107260,keucd001,CHA,KCA,1,0,18,96,4,4,6,3,1,3
2021,2021-07-26,KCA202107260,minom001,KCA,CHA,1,0,18,92,2,2,3,0,2,7
2021,2021-07-26,KCA202107260,zimmk001,KCA,CHA,0,0,3,19,0,0,0,0,1,1
2021,2021-07-26,MIN202107260,cisnj001,DET,MIN,0,0,3,16,1,1,2,1,1,0
2021,2021-07-26,MIN202107260,coloa001,MIN,DET,0,0,3,16,2,2,2,1,0,1
2021,2021-07-26,MIN202107260,dufft001,MIN,DET,0,0,3,11,1,1,1,1,0,0
2021,2021-07-26,MIN202107260,farmb001,DET,MIN,0,0,2,9,0,0,2,0,0,0
2021,2021-07-26,MIN202107260,jimej003,DET,MIN,0,0,4,24,0,0,1,0,1,1
2021,2021-07-26,MIN202107260,mannm001,DET,MIN,1,0,15,74,4,4,5,1,1,4
2021,2021-07-26,MIN202107260,pinem001,MIN,DET,1,0,18,85,2,2,5,1,0,6
2021,2021-07-26,MIN202107260,roblh001,MIN,DET,0,0,3,13,0,0,0,0,1,0
2021,2021-07-26,MIN202107260,roget001,MIN,DET,0,0,0,5,0,0,0,0,0,0
2021,2021-07-26,MIN202107260,sotog003,DET,MIN,0,1,5,40,1,0,1,0,4,3
2021,2021-07-26,MIN202107260,thiec001,MIN,DET,0,1,3,13,0,0,0,0,0,1
2021,2021-07-26,NYN202107261,castm002,NYN,ATL,0,1,6,32,0,0,2,0,1,4
2021,2021-07-26,NYN202107261,matzt001,ATL,NYN,0,0,3,8,0,0,0,0,0,1
2021,2021-07-26,NYN202107261,mullk001,ATL,NYN,1,0,15,75,0,0,4,0,2,3
2021,2021-07-26,NYN202107261,smitw002,ATL,NYN,0,1,3,13,0,0,1,0,0,0
2021,2021-07-26,NYN202107261,strom001,NYN,ATL,1,0,15,65,2,2,8,0,1,4
2021,2021-07-26,NYN202107262,banda001,NYN,ATL,0,0,6,38,0,0,1,0,0,3
2021,2021-07-26,NYN202107262,chavj001,ATL,NYN,0,0,3,5,0,0,0,0,0,1
2021,2021-07-26,NYN202107262,diaze006,NYN,ATL,0,1,3,14,0,0,0,0,0,3
2021,2021-07-26,NYN202107262,famij001,NYN,ATL,0,0,3,20,0,0,2,0,0,3
2021,2021-07-26,NYN202107262,jackl001,ATL,NYN,0,0,3,23,1,1,2,0,1,1
2021,2021-07-26,NYN202107262,loupa001,NYN,ATL,1,0,3,11,0,0,0,0,0,1
2021,2021-07-26,NYN202107262,lugos001,NYN,ATL,0,0,3,13,0,0,1,0,1,0
2021,2021-07-26,NYN202107262,may-t001,NYN,ATL,0,0,3,12,0,0,0,0,0,0
2021,2021-07-26,NYN202107262,newcs001,ATL,NYN,0,1,3,11,0,0,0,0,0,1
2021,2021-07-26,NYN202107262,wilsb003,ATL,NYN,1,0,9,54,0,0,4,0,1,2
2021,2021-07-26,PHI202107260,alvaj004,PHI,WAS,0,0,3,28,0,0,0,0,3,1
2021,2021-07-26,PHI202107260,brada001,PHI,WAS,0,1,3,28,1,1,2,0,1,0
2021,2021-07-26,PHI202107260,brogc001,PHI,WAS,0,0,3,14,0,0,0,0,0,1
2021,2021-07-26,PHI202107260,clays001,WAS,PHI,0,0,1,5,0,0,0,0,0,1
2021,2021-07-26,PHI202107260,finnk001,WAS,PHI,0,0,3,16,0,0,0,0,1,2
2021,2021-07-26,PHI202107260,handb001,WAS,PHI,0,1,1,13,3,3,2,1,1,1
2021,2021-07-26,PHI202107260,howas003,PHI,WAS,1,0,11,45,4,4,6,0,0,2
2021,2021-07-26,PHI202107260,hudsd001,WAS,PHI,0,0,3,17,0,0,2,0,0,1
2021,2021-07-26,PHI202107260,kintb001,PHI,WAS,0,0,1,4,0,0,2,0,0,0
2021,2021-07-26,PHI202107260,nerih001,PHI,WAS,0,0,6,28,0,0,0,0,2,3
2021,2021-07-26,PHI202107260,rossj002,WAS,PHI,1,0,15,72,0,0,3,0,2,4
2021,2021-07-26,PHI202107260,votha001,WAS,PHI,0,0,2,29,3,3,4,1,0,0
2021,2021-07-26,SEA202107260,abreb002,HOU,SEA,0,0,3,23,1,1,1,0,1,2
2021,2021-07-26,SEA202107260,garcl007,HOU,SEA,1,0,14,87,6,5,6,1,1,9
2021,2021-07-26,SEA202107260,gravk001,SEA,HOU,0,0,3,16,0,0,0,0,1,2
2021,2021-07-26,SEA202107260,mccad002,SEA,HOU,1,0,12,86,7,7,8,3,1,2
2021,2021-07-26,SEA202107260,middk001,SEA,HOU,0,0,3,25,1,1,2,0,1,2
2021,2021-07-26,SEA202107260,raleb001,HOU,SEA,0,0,0,15,2,2,1,1,1,0
2021,2021-07-26,SEA202107260,sewap001,SEA,HOU,0,1,3,13,0,0,0,0,0,1
2021,2021-07-26,SEA202107260,smitj002,HOU,SEA,0,1,1,0,0,0,0,0,0,0
2021,2021-07-26,SEA202107260,stanr002,HOU,SEA,0,0,2,20,2,2,1,0,1,1
2021,2021-07-26,SEA202107260,swane001,SEA,HOU,0,0,6,31,0,0,0,0,1,0
2021,2021-07-26,SEA202107260,taylb004,HOU,SEA,0,0,4,23,0,0,0,0,0,2
2021,2021-07-27,ANA202107270,eatoa002,ANA,COL,0,1,3,21,0,0,2,0,0,0
2021,2021-07-27,ANA202107270,gomba001,COL,ANA,1,0,18,91,2,2,5,1,2,7
2021,2021-07-27,ANA202107270,guerj003,ANA,COL,0,0,6,44,2,2,4,0,2,1
2021,2021-07-27,ANA202107270,kinlt001,COL,ANA,0,0,5,21,0,0,0,0,0,0
2021,2021-07-27,ANA202107270,lawrj002,COL,ANA,0,0,1,24,1,1,2,0,2,0
2021,2021-07-27,ANA202107270,mayem001,ANA,COL,0,0,3,16,0,0,1,0,0,1
2021,2021-07-27,ANA202107270,rossz001,COL,ANA,0,1,3,19,0,0,1,0,1,2
2021,2021-07-27,ANA202107270,suarj001,ANA,COL,1,0,10,88,8,4,6,1,2,4
2021,2021-07-27,ANA202107270,wanta001,ANA,COL,0,0,5,42,2,2,3,1,1,4
2021,2021-07-27,BAL202107270,alcas001,MIA,BAL,1,0,18,85,3,3,6,2,1,5
2021,2021-07-27,BAL202107270,andes002,BAL,MIA,0,0,6,30,1,1,2,1,0,2
2021,2021-07-27,BAL202107270,bassa001,MIA,BAL,0,0,3,10,0,0,0,0,0,2
2021,2021-07-27,BAL202107270,benda001,MIA,BAL,0,0,3,14,0,0,2,0,0,1
2021,2021-07-27,BAL202107270,flord002,MIA,BAL,0,1,3,13,0,0,0,0,0,2
2021,2021-07-27,BAL202107270,greec004,BAL,MIA,0,1,6,37,1,1,2,0,0,2
2021,2021-07-27,BAL202107270,pluta001,BAL,MIA,0,0,3,21,1,1,2,1,0,0
2021,2021-07-27,BAL202107270,watks003,BAL,MIA,1,0,12,87,4,4,9,1,1,1
2021,2021-07-27,CHN202107270,alzoa001,CHN,CIN,1,0,15,81,4,4,7,3,0,4
2021,2021-07-27,CHN202107270,dools001,CIN,CHN,0,0,2,9,0,0,0,0,1,0
2021,2021-07-27,CHN202107270,garce001,CIN,CHN,0,0,1,10,2,2,2,2,0,1
2021,2021-07-27,CHN202107270,garra001,CIN,CHN,0,1,2,10,0,0,0,0,1,1
2021,2021-07-27,CHN202107270,gutiv001,CIN,CHN,1,0,19,109,2,2,5,1,3,5
2021,2021-07-27,CHN202107270,hoffj003,CIN,CHN,0,0,3,23,0,0,1,0,1,2
2021,2021-07-27,CHN202107270,mapld001,CHN,CIN,0,0,3,16,0,0,0,0,1,1
2021,2021-07-27,CHN202107270,ryank002,CHN,CIN,0,1,6,33,2,2,3,0,0,2
2021,2021-07-27,CHN202107270,winkd001,CHN,CIN,0,0,3,10,1,1,1,1,0,0
2021,2021-07-27,CLE202107270,gallg001,SLN,CLE,0,0,3,8,0,0,1,0,0,1
2021,2021-07-27,CLE202107270,matop002,CLE,SLN,0,0,2,33,1,1,1,0,3,1
2021,2021-07-27,CLE202107270,quanc001,CLE,SLN,1,0,18,90,1,1,4,1,1,5
2021,2021-07-27,CLE202107270,reyea004,SLN,CLE,0,1,3,10,0,0,0,0,0,0
2021,2021-07-27,CLE202107270,sandn001,CLE,SLN,0,0,3,14,0,0,0,0,0,1
2021,2021-07-27,CLE202107270,shawb001,CLE,SLN,0,0,3,19,2,2,3,1,0,0
2021,2021-07-27,CLE202107270,waina001,SLN,CLE,1,0,21,87,2,2,4,1,2,8
2021,2021-07-27,CLE202107270,wittn001,CLE,SLN,0,1,1,5,0,0,0,0,0,1
2021,2021-07-27,KCA202107270,brenj001,KCA,CHA,0,0,2,18,2,2,1,0,0,0
2021,2021-07-27,KCA202107270,ceasd001,CHA,KCA,1,0,18,89,3,2,6,0,1,6
2021,2021-07-27,KCA202107270,hendl001,CHA,KCA,0,1,3,14,0,0,0,0,0,1
2021,2021-07-27,KCA202107270,kellb003,KCA,CHA,1,0,21,90,1,1,4,1,2,4
2021,2021-07-27,KCA202107270,kopem001,CHA,KCA,0,0,3,14,0,0,0,0,0,3
2021,2021-07-27,KCA202107270,loper003,CHA,KCA,0,0,3,10,0,0,0,0,1,1
2021,2021-07-27,KCA202107270,stauj001,KCA,CHA,0,1,3,12,0,0,0,0,0,1
2021,2021-07-27,KCA202107270,zimmk001,KCA,CHA,0,0,1,9,2,2,1,1,1,1
2021,2021-07-27,MIN202107270,alcaj001,MIN,DET,0,1,4,11,1,0,1,0,0,1
2021,2021-07-27,MIN202107270,alext001,DET,MIN,1,0,12,56,5,5,6,2,1,2
2021,2021-07-27,MIN202107270,cisnj001,DET,MIN,0,0,3,11,0,0,0,0,1,2
2021,2021-07-27,MIN202107270,could001,MIN,DET,0,0,2,10,0,0,0,0,0,0
2021,2021-07-27,MIN202107270,dufft001,MIN,DET,0,0,3,7,0,0,1,0,0,0
2021,2021-07-27,MIN202107270,fulmm001,DET,MIN,0,0,3,7,0,0,1,0,0,1
2021,2021-07-27,MIN202107270,funkk001,DET,MIN,0,0,3,17,0,0,0,0,1,1
2021,2021-07-27,MIN202107270,maedk001,MIN,DET,1,0,19,91,1,1,4,1,2,5
2021,2021-07-27,MIN202107270,norrd002,DET,MIN,0,1,3,6,0,0,0,0,0,0
2021,2021-07-27,MIN202107270,ramie004,DET,MIN,0,0,9,45,0,0,1,0,1,3
2021,2021-07-27,MIN202107270,roblh001,MIN,DET,0,0,2,29,4,4,3,1,1,0
2021,2021-07-27,MIN202107270,thiec001,MIN,DET,0,0,3,16,0,0,0,0,0,1
2021,2021-07-27,NYN202107270,banda001,NYN,ATL,0,1,3,15,0,0,0,0,0,1
2021,2021-07-27,NYN202107270,diazy002,NYN,ATL,0,0,8,50,2,2,4,1,0,3
2021,2021-07-27,NYN202107270,eickj001,NYN,ATL,1,0,10,80,10,10,7,3,5,4
2021,2021-07-27,NYN202107270,grees005,ATL,NYN,0,0,3,13,0,0,1,0,0,1
2021,2021-07-27,NYN202107270,mortc002,ATL,NYN,1,0,15,89,3,3,5,1,2,5
2021,2021-07-27,NYN202107270,sante002,ATL,NYN,0,0,6,27,2,2,2,1,0,2
2021,2021-07-27,NYN202107270,smitd009,NYN,ATL,0,0,6,27,0,0,0,0,0,3
2021,2021-07-27,NYN202107270,tomlj001,ATL,NYN,0,1,3,14,0,0,2,0,0,0
2021,2021-07-27,PHI202107270,alvaj004,PHI,WAS,0,0,3,11,0,0,0,0,0,2
2021,2021-07-27,PHI202107270,andec001,PHI,WAS,0,0,6,17,0,0,1,0,0,0
2021,2021-07-27,PHI202107270,brogc001,PHI,WAS,0,0,3,12,0,0,0,0,0,1
2021,2021-07-27,PHI202107270,clays001,WAS,PHI,0,0,2,7,0,0,1,0,0,0
2021,2021-07-27,PHI202107270,deloe001,PHI,WAS,0,1,3,17,0,0,0,0,0,2
2021,2021-07-27,PHI202107270,fedde001,WAS,PHI,1,0,14,86,4,4,8,2,1,4
2021,2021-07-27,PHI202107270,finnk001,WAS,PHI,0,0,3,25,0,0,0,0,2,0
2021,2021-07-27,PHI202107270,handb001,WAS,PHI,0,1,3,11,0,0,0,0,0,1
2021,2021-07-27,PHI202107270,moorm003,PHI,WAS,1,0,12,69,6,6,7,2,2,3
2021,2021-07-27,PHI202107270,suerw002,WAS,PHI,0,0,5,20,0,0,0,0,0,2
2021,2021-07-27,PIT202107270,andeb004,MIL,PIT,1,0,18,72,0,0,3,0,1,3
2021,2021-07-27,PIT202107270,gustj001,MIL,PIT,0,1,3,20,0,0,0,0,1,1
2021,2021-07-27,PIT202107270,kellk003,PIT,MIL,0,1,3,14,1,1,2,1,0,1
2021,2021-07-27,PIT202107270,mearn001,PIT,MIL,0,0,6,27,0,0,2,0,0,0
2021,2021-07-27,PIT202107270,oviel001,PIT,MIL,1,0,3,55,8,6,5,1,3,2
2021,2021-07-27,PIT202107270,poncc002,PIT,MIL,0,0,15,79,0,0,3,0,1,5
2021,2021-07-27,PIT202107270,sancm001,MIL,PIT,0,0,3,11,0,0,1,0,0,0
2021,2021-07-27,PIT202107270,strih001,MIL,PIT,0,0,3,14,0,0,0,0,0,1
2021,2021-07-27,SDN202107270,guerd001,OAK,SDN,0,0,3,12,0,0,1,0,0,0
2021,2021-07-27,SDN202107270,hillt002,SDN,OAK,0,0,1,5,0,0,0,0,0,0
2021,2021-07-27,SDN202107270,kaprj001,OAK,SDN,1,0,13,89,6,6,7,1,1,6
2021,2021-07-27,SDN202107270,melam001,SDN,OAK,0,1,3,9,0,0,0,0,0,1
2021,2021-07-27,SDN202107270,paddc001,SDN,OAK,1,0,18,102,3,3,9,0,1,6
2021,2021-07-27,SDN202107270,pagae001,SDN,OAK,0,0,2,13,0,0,1,0,0,0
2021,2021-07-27,SDN202107270,petiy001,OAK,SDN,0,0,2,8,1,1,2,1,0,0
2021,2021-07-27,SDN202107270,pomed001,SDN,OAK,0,0,3,14,1,1,1,1,0,1
2021,2021-07-27,SDN202107270,smitb005,OAK,SDN,0,1,6,23,0,0,2,0,1,1
2021,2021-07-27,SEA202107270,flexc001,SEA,HOU,1,0,12,75,7,7,9,1,0,3
2021,2021-07-27,SEA202107270,mccul002,HOU,SEA,1,0,18,109,4,4,6,1,3,8
2021,2021-07-27,SEA202107270,presr001,HOU,SEA,0,1,3,24,2,2,3,1,1,0
2021,2021-07-27,SEA202107270,sadlc002,SEA,HOU,0,0,3,17,0,0,2,0,1,0
2021,2021-07-27,SEA202107270,santh001,SEA,HOU,0,0,6,53,1,1,4,0,1,1
2021,2021-07-27,SEA202107270,smitj002,SEA,HOU,0,0,3,9,0,0,0,0,0,0
2021,2021-07-27,SEA202107270,stanr002,HOU,SEA,0,0,3,11,0,0,0,0,0,1
2021,2021-07-27,SEA202107270,taylb004,HOU,SEA,0,0,3,15,0,0,0,0,0,1
2021,2021-07-27,SEA202107270,weber001,SEA,HOU,0,1,3,15,0,0,0,0,0,0
2021,2021-07-27,SFN202107270,garcj006,SFN,LAN,0,0,3,16,0,0,1,0,0,1
2021,2021-07-27,SFN202107270,gratb002,LAN,SFN,0,0,1,2,0,0,0,0,0,0
2021,2021-07-27,SFN202107270,mcgej001,SFN,LAN,0,1,3,9,0,0,0,0,0,0
2021,2021-07-27,SFN202107270,nelsj004,LAN,SFN,0,0,2,19,0,0,0,0,0,1
2021,2021-07-27,SFN202107270,roget002,SFN,LAN,0,0,3,23,0,0,2,0,0,1
2021,2021-07-27,SFN202107270,treib001,LAN,SFN,0,1,4,23,1,0,0,0,2,1
2021,2021-07-27,SFN202107270,uriaj001,LAN,SFN,1,0,17,86,1,1,6,0,0,5
2021,2021-07-27,SFN202107270,webbl001,SFN,LAN,1,0,18,80,1,1,3,0,1,5
2021,2021-07-27,TBA202107270,britz001,NYA,TBA,0,0,3,25,1,1,2,0,1,1
2021,2021-07-27,TBA202107270,chapa001,NYA,TBA,0,1,3,19,0,0,0,0,1,2
2021,2021-07-27,TBA202107270,greec003,NYA,TBA,0,0,3,32,2,2,1,1,2,2
2021,2021-07-27,TBA202107270,headl001,TBA,NYA,0,1,4,20,0,0,0,0,1,2
2021,2021-07-27,TBA202107270,kitta001,TBA,NYA,0,0,3,21,0,0,0,0,1,2
2021,2021-07-27,TBA202107270,loaij001,NYA,TBA,0,0,3,16,0,0,0,0,0,2
2021,2021-07-27,TBA202107270,mccls003,TBA,NYA,1,0,18,89,3,3,9,0,3,6
2021,2021-07-27,TBA202107270,montj004,NYA,TBA,1,0,15,102,0,0,5,0,3,5
2021,2021-07-27,TBA202107270,sprij001,TBA,NYA,0,0,2,17,1,1,1,1,2,0
2021,2021-07-27,TEX202107270,barlj001,TEX,ARI,0,0,2,12,0,0,0,0,0,2
2021,2021-07-27,TEX202107270,degeb001,ARI,TEX,0,0,4,22,0,0,0,0,1,2
2021,2021-07-27,TEX202107270,dunnd001,TEX,ARI,1,0,19,78,2,2,6,0,2,3
2021,2021-07-27,TEX202107270,kenni001,TEX,ARI,0,1,3,14,0,0,0,0,0,2
2021,2021-07-27,TEX202107270,patts002,TEX,ARI,0,0,2,32,2,2,2,0,2,0
2021,2021-07-27,TEX202107270,peacm001,ARI,TEX,0,0,6,20,0,0,1,0,1,1
2021,2021-07-27,TEX202107270,ramin002,ARI,TEX,0,1,3,12,0,0,0,0,0,0
2021,2021-07-27,TEX202107270,rodrj004,TEX,ARI,0,0,1,5,0,0,0,0,0,0
2021,2021-07-27,TEX202107270,widet001,ARI,TEX,1,0,11,87,5,5,5,1,5,3
2021,2021-07-28,ANA202107280,bowdb001,COL,ANA,0,0,6,27,0,0,0,0,1,4
2021,2021-07-28,ANA202107280,cishs001,ANA,COL,0,0,2,24,3,2,2,0,1,1
2021,2021-07-28,ANA202107280,estec001,COL,ANA,0,1,3,21,1,1,2,0,1,1
2021,2021-07-28,ANA202107280,gilbl001,COL,ANA,1,0,3,26,1,1,2,0,2,0
2021,2021-07-28,ANA202107280,heana001,ANA,COL,1,0,18,104,3,3,4,1,3,8
2021,2021-07-28,ANA202107280,igler001,ANA,COL,0,1,5,21,0,0,2,0,0,1
2021,2021-07-28,ANA202107280,santa004,COL,ANA,0,0,8,51,1,1,1,0,2,2
2021,2021-07-28,ANA202107280,tinoj001,COL,ANA,0,0,4,32,5,5,5,3,1,0
2021,2021-07-28,ANA202107280,watst001,ANA,COL,0,0,2,21,1,1,1,0,1,1
2021,2021-07-28,BAL202107280,bleir001,MIA,BAL,0,0,2,22,2,1,2,0,1,0
2021,2021-07-28,BAL202107280,curtj003,MIA,BAL,0,0,4,18,0,0,0,0,0,0
2021,2021-07-28,BAL202107280,eshet001,BAL,MIA,0,0,9,41,2,2,2,0,2,1
2021,2021-07-28,BAL202107280,guilp001,MIA,BAL,0,0,3,15,0,0,0,0,0,0
2021,2021-07-28,BAL202107280,hessd001,MIA,BAL,0,0,5,26,0,0,1,0,0,2
2021,2021-07-28,BAL202107280,hollj002,MIA,BAL,1,0,7,60,5,4,3,2,4,4
2021,2021-07-28,BAL202107280,lopej004,BAL,MIA,1,0,6,58,5,5,7,1,2,2
2021,2021-07-28,BAL202107280,okers001,MIA,BAL,0,1,1,14,1,1,0,0,4,0
2021,2021-07-28,BAL202107280,pop-z001,MIA,BAL,0,0,3,18,0,0,2,0,0,1
2021,2021-07-28,BAL202107280,scott003,BAL,MIA,0,1,2,6,0,0,0,0,0,0
2021,2021-07-28,BAL202107280,sulsc001,BAL,MIA,0,0,3,15,0,0,0,0,1,2
2021,2021-07-28,BAL202107280,tated001,BAL,MIA,0,0,1,10,0,0,1,0,1,1
2021,2021-07-28,BAL202107280,valdc003,BAL,MIA,0,0,6,34,0,0,1,0,1,2
2021,2021-07-28,BOS202107281,ray-r002,TOR,BOS,1,0,18,108,1,1,5,0,3,8
2021,2021-07-28,BOS202107281,richg002,BOS,TOR,1,0,12,67,4,4,8,2,1,2
2021,2021-07-28,BOS202107281,riosy001,BOS,TOR,0,0,6,22,0,0,0,0,0,3
2021,2021-07-28,BOS202107281,romaj004,TOR,BOS,0,1,3,14,0,0,0,0,0,1
2021,2021-07-28,BOS202107281,workb001,BOS,TOR,0,1,3,13,0,0,0,0,0,1
2021,2021-07-28,BOS202107282,barnm001,BOS,TOR,0,1,3,11,0,0,0,0,0,1
2021,2021-07-28,BOS202107282,houct001,BOS,TOR,1,0,12,75,1,1,2,0,1,7
2021,2021-07-28,BOS202107282,matzs001,TOR,BOS,1,0,10,71,4,4,9,0,1,2
2021,2021-07-28,BOS202107282,murpp001,TOR,BOS,0,0,3,23,0,0,1,0,1,2
2021,2021-07-28,BOS202107282,sneak001,TOR,BOS,0,0,2,3,0,0,0,0,0,0
2021,2021-07-28,BOS202107282,thort002,TOR,BOS,0,1,3,14,0,0,1,0,0,1
2021,2021-07-28,BOS202107282,whitg002,BOS,TOR,0,0,6,30,0,0,3,0,0,0
2021,2021-07-28,CHN202107280,abboc001,CHN,CIN,0,1,3,40,3,3,3,1,2,0
2021,2021-07-28,CHN202107280,cessl001,CIN,CHN,0,0,3,18,0,0,0,0,0,1
2021,2021-07-28,CHN202107280,daviz001,CHN,CIN,1,0,18,104,4,4,7,1,4,8
2021,2021-07-28,CHN202107280,hendr003,CIN,CHN,0,1,3,29,2,1,3,0,0,1
2021,2021-07-28,CHN202107280,mahlt001,CIN,CHN,1,0,18,103,0,0,5,0,1,2
2021,2021-07-28,CHN202107280,mapld001,CHN,CIN,0,0,3,23,1,1,1,0,1,0
2021,2021-07-28,CHN202107280,morga001,CHN,CIN,0,0,3,8,0,0,0,0,0,2
2021,2021-07-28,CHN202107280,wilsj004,CIN,CHN,0,0,3,17,0,0,0,0,1,1
2021,2021-07-28,CLE202107280,clase001,CLE,SLN,0,0,3,17,0,0,0,0,0,2
2021,2021-07-28,CLE202107280,gantj002,SLN,CLE,0,0,3,24,0,0,0,0,2,0
2021,2021-07-28,CLE202107280,garcl005,SLN,CLE,0,0,6,26,0,0,2,0,0,1
2021,2021-07-28,CLE202107280,karij001,CLE,SLN,0,1,3,13,0,0,0,0,0,1
2021,2021-07-28,CLE202107280,kim-k001,SLN,CLE,1,0,8,58,5,5,5,4,1,0
2021,2021-07-28,CLE202107280,milla002,SLN,CLE,0,1,3,19,0,0,0,0,1,2
2021,2021-07-28,CLE202107280,millj006,SLN,CLE,0,0,4,15,2,2,2,0,0,0
2021,2021-07-28,CLE202107280,parkb001,CLE,SLN,0,0,3,11,0,0,0,0,0,2
2021,2021-07-28,CLE202107280,plesz001,CLE,SLN,1,0,15,89,2,2,7,1,1,4
2021,2021-07-28,CLE202107280,sandn001,CLE,SLN,0,0,3,13,0,0,0,0,0,2
2021,2021-07-28,KCA202107280,barls001,KCA,CHA,0,1,3,21,0,0,0,0,1,2
2021,2021-07-28,KCA202107280,bubik001,KCA,CHA,1,0,18,89,2,2,5,0,1,3
2021,2021-07-28,KCA202107280,bumma001,CHA,KCA,0,0,3,13,0,0,0,0,0,2
2021,2021-07-28,KCA202107280,burrr002,CHA,KCA,0,1,2,5,1,0,1,0,0,0
2021,2021-07-28,KCA202107280,gioll001,CHA,KCA,1,0,18,80,1,1,4,0,1,7
2021,2021-07-28,KCA202107280,hendl001,CHA,KCA,0,0,3,9,1,1,1,1,0,0
2021,2021-07-28,KCA202107280,hollg001,KCA,CHA,0,0,3,14,0,0,0,0,0,1
2021,2021-07-28,KCA202107280,kopem001,CHA,KCA,0,0,3,13,0,0,0,0,0,0
2021,2021-07-28,KCA202107280,stauj001,KCA,CHA,0,0,3,12,0,0,0,0,0,1
2021,2021-07-28,KCA202107280,tapid001,KCA,CHA,0,0,3,14,0,0,0,0,0,2
2021,2021-07-28,MIN202107280,burrb002,MIN,DET,0,0,9,63,4,4,3,0,3,1
2021,2021-07-28,MIN202107280,farmb001,DET,MIN,0,0,6,37,3,3,2,2,1,1
2021,2021-07-28,MIN202107280,funkk001,DET,MIN,0,0,2,20,0,0,3,0,0,1
2021,2021-07-28,MIN202107280,happj001,MIN,DET,1,0,9,88,9,9,10,0,4,2
2021,2021-07-28,MIN202107280,holld003,DET,MIN,0,0,3,26,0,0,1,0,2,1
2021,2021-07-28,MIN202107280,jimej003,DET,MIN,0,0,3,22,3,3,3,2,1,2
2021,2021-07-28,MIN202107280,minaj001,MIN,DET,0,1,9,45,4,4,3,0,2,3
2021,2021-07-28,MIN202107280,peraw001,DET,MIN,1,0,10,76,6,6,6,2,2,1
2021,2021-07-28,MIN202107280,sotog003,DET,MIN,0,1,3,24,2,2,1,1,1,2
2021,2021-07-28,NYN202107280,diaze006,NYN,ATL,0,1,3,19,0,0,2,0,0,0
2021,2021-07-28,NYN202107280,famij001,NYN,ATL,0,0,2,5,0,0,0,0,0,1
2021,2021-07-28,NYN202107280,friem001,ATL,NYN,1,0,21,106,2,2,5,1,2,9
2021,2021-07-28,NYN202107280,loupa001,NYN,ATL,0,0,1,7,0,0,2,0,0,0
2021,2021-07-28,NYN202107280,lugos001,NYN,ATL,0,0,2,3,0,0,0,0,0,0
2021,2021-07-28,NYN202107280,martc007,ATL,NYN,0,1,3,10,0,0,1,0,0,0
2021,2021-07-28,NYN202107280,may-t001,NYN,ATL,0,0,3,13,0,0,0,0,0,2
2021,2021-07-28,NYN202107280,megit002,NYN,ATL,1,0,16,94,1,1,5,1,1,6
2021,2021-07-28,PIT202107280,bednd001,PIT,MIL,0,1,3,12,0,0,0,0,0,2
2021,2021-07-28,PIT202107280,hadej001,MIL,PIT,0,1,3,19,2,2,2,1,0,1
2021,2021-07-28,PIT202107280,housa001,MIL,PIT,1,0,15,70,0,0,2,0,1,2
2021,2021-07-28,PIT202107280,kellk003,PIT,MIL,0,0,3,10,0,0,0,0,0,2
2021,2021-07-28,PIT202107280,kranm001,PIT,MIL,1,0,15,73,6,6,10,0,1,3
2021,2021-07-28,PIT202107280,lauee001,MIL,PIT,0,0,9,55,1,1,2,1,2,4
2021,2021-07-28,PIT202107280,shrec001,PIT,MIL,0,0,6,37,1,1,2,0,1,3
2021,2021-07-28,SDN202107280,adama002,SDN,OAK,0,0,3,15,0,0,0,0,1,1
2021,2021-07-28,SDN202107280,chafa001,OAK,SDN,0,1,2,16,0,0,1,0,0,1
2021,2021-07-28,SDN202107280,crisn001,SDN,OAK,0,0,3,35,3,0,3,0,0,1
2021,2021-07-28,SDN202107280,guerd001,OAK,SDN,0,0,4,24,3,3,4,0,0,1
