game_id,season,week,home_team,away_team,neutral_site
401413219,2022,7,North Alabama,Jacksonville State,True
401413239,2022,7,Eastern Washington,Sacramento State,False
401414783,2022,7,Massachusetts,Buffalo,False
401415237,2022,7,UNLV,Air Force,False
401415238,2022,7,Colorado State,Utah State,False
401415239,2022,7,Fresno State,San José State,False
401415240,2022,7,Hawai'i,Nevada,False
401415634,2022,7,UCF,Temple,False
401415635,2022,7,SMU,Navy,False
401415636,2022,7,South Florida,Tulane,False
401415637,2022,7,East Carolina,Memphis,False
401416619,2022,7,Akron,Central Michigan,False
401416620,2022,7,Eastern Michigan,Northern Illinois,False
401416621,2022,7,Toledo,Kent State,False
401416622,2022,7,Bowling Green,Miami (OH),False
401416623,2022,7,Western Michigan,Ohio,False
401418639,2022,7,Eastern Kentucky,Sam Houston,False
401418647,2022,7,Kennesaw State,Central Arkansas,False
401420834,2022,7,North Dakota State,South Dakota State,False
401426347,2022,7,Marshall,Louisiana,False
401426348,2022,7,Coastal Carolina,Old Dominion,False
401426349,2022,7,Georgia Southern,James Madison,False
401426350,2022,7,South Alabama,UL Monroe,False
401426351,2022,7,Southern Miss,Arkansas State,False
401426352,2022,7,Troy,Texas State,False
401426583,2022,7,UAB,Charlotte,False
401426584,2022,7,Florida International,UTSA,False
401426585,2022,7,Florida Atlantic,Rice,False
401426586,2022,7,North Texas,Louisiana Tech,False
401426587,2022,7,Middle Tennessee,Western Kentucky,False
401403922,2022,8,Alabama,Mississippi State,False
401403923,2022,8,LSU,Ole Miss,False
401403924,2022,8,Missouri,Vanderbilt,False
401403925,2022,8,South Carolina,Texas A&M,False
401403926,2022,8,Tennessee,UT Martin,False
401404018,2022,8,Stanford,Arizona State,False
401404019,2022,8,California,Washington,False
401404020,2022,8,Oregon State,Colorado,False
401404021,2022,8,Oregon,UCLA,False
401404096,2022,8,Baylor,Kansas,False
401404097,2022,8,TCU,Kansas State,False
401404098,2022,8,Oklahoma State,Texas,False
401404099,2022,8,Texas Tech,West Virginia,False
401404128,2022,8,Notre Dame,UNLV,False
401404140,2022,8,Army,UL Monroe,False
401404163,2022,8,Liberty,BYU,False
401405117,2022,8,Wisconsin,Purdue,False
401405118,2022,8,Maryland,Northwestern,False
401405119,2022,8,Ohio State,Iowa,False
401405120,2022,8,Penn State,Minnesota,False
401405121,2022,8,Rutgers,Indiana,False
401409240,2022,8,New Mexico State,San José State,False
401411141,2022,8,Georgia Tech,Virginia,False
401411142,2022,8,Clemson,Syracuse,False
401411143,2022,8,Louisville,Pittsburgh,False
401411144,2022,8,Miami,Duke,False
401411145,2022,8,Wake Forest,Boston College,False
401413220,2022,8,Jacksonville State,SE Louisiana,False
401413337,2022,8,Sacramento State,Montana,False
401415241,2022,8,Air Force,Boise State,False
401415242,2022,8,Colorado State,Hawai'i,False
401415243,2022,8,New Mexico,Fresno State,False
401415244,2022,8,Wyoming,Utah State,False
401415245,2022,8,Nevada,San Diego State,False
401415638,2022,8,Temple,Tulsa,False
401415639,2022,8,Tulane,Memphis,False
401415640,2022,8,Navy,Houston,False
401415641,2022,8,SMU,Cincinnati,False
401415642,2022,8,East Carolina,UCF,False
401416624,2022,8,Ball State,Eastern Michigan,False
401416625,2022,8,Ohio,Northern Illinois,False
401416626,2022,8,Buffalo,Toledo,False
401416627,2022,8,Miami (OH),Western Michigan,False
401416628,2022,8,Kent State,Akron,False
401416629,2022,8,Central Michigan,Bowling Green,False
401418648,2022,8,Kennesaw State,Tennessee Tech,False
401420783,2022,8,Delaware,Morgan State,False
401420811,2022,8,Northern Iowa,Missouri State,False
401420871,2022,8,Utah Tech,Sam Houston,False
401426353,2022,8,Appalachian State,Georgia State,False
401426354,2022,8,South Alabama,Troy,False
401426355,2022,8,James Madison,Marshall,False
401426356,2022,8,Old Dominion,Georgia Southern,False
401426357,2022,8,Louisiana,Arkansas State,False
401426358,2022,8,Texas State,Southern Miss,False
401426588,2022,8,Charlotte,Florida International,False
401426589,2022,8,UTEP,Florida Atlantic,False
401426590,2022,8,Louisiana Tech,Rice,False
401426591,2022,8,UTSA,North Texas,False
401426592,2022,8,Western Kentucky,UAB,False
401403927,2022,9,Auburn,Arkansas,False
401403928,2022,9,Georgia,Florida,True
401403929,2022,9,South Carolina,Missouri,False
401403930,2022,9,Tennessee,Kentucky,False
401403931,2022,9,Texas A&M,Ole Miss,False
401404022,2022,9,Arizona,USC,False
401404023,2022,9,Colorado,Arizona State,False
401404024,2022,9,California,Oregon,False
401404025,2022,9,UCLA,Stanford,False
401404026,2022,9,Washington State,Utah,False
401404100,2022,9,Iowa State,Oklahoma,False
401404101,2022,9,Texas Tech,Baylor,False
401404102,2022,9,Kansas State,Oklahoma State,False
401404103,2022,9,West Virginia,TCU,False
401404129,2022,9,Syracuse,Notre Dame,False
401404154,2022,9,UConn,Boston College,False
401405122,2022,9,Iowa,Northwestern,False
401405123,2022,9,Minnesota,Rutgers,False
401405124,2022,9,Nebraska,Illinois,False
401405125,2022,9,Michigan,Michigan State,False
401405126,2022,9,Penn State,Ohio State,False
401409242,2022,9,Massachusetts,New Mexico State,False
401411146,2022,9,NC State,Virginia Tech,False
401411147,2022,9,Florida State,Georgia Tech,False
401411148,2022,9,Louisville,Wake Forest,False
401411149,2022,9,North Carolina,Pittsburgh,False
401411150,2022,9,Virginia,Miami,False
401413221,2022,9,Austin Peay,Jacksonville State,False
401413251,2022,9,Sacramento State,Idaho,False
401415246,2022,9,Boise State,Colorado State,False
401415247,2022,9,Hawai'i,Wyoming,False
401415248,2022,9,Fresno State,San Diego State,False
401415249,2022,9,San José State,Nevada,False
401415643,2022,9,Houston,South Florida,False
401415644,2022,9,UCF,Cincinnati,False
401415645,2022,9,BYU,East Carolina,False
401415646,2022,9,Navy,Temple,False
401415647,2022,9,Tulsa,SMU,False
401416630,2022,9,Eastern Michigan,Toledo,False
401416631,2022,9,Akron,Miami (OH),False
401418649,2022,9,Kennesaw State,Charleston Southern,False
401418834,2022,9,North Dakota State,Illinois State,False
401420812,2022,9,Missouri State,Western Illinois,False
401424399,2022,9,Elon,Delaware,False
401426359,2022,9,Southern Miss,Louisiana,False
401426360,2022,9,Appalachian State,Robert Morris,False
401426361,2022,9,Georgia State,Old Dominion,False
401426362,2022,9,Marshall,Coastal Carolina,False
401426363,2022,9,Arkansas State,South Alabama,False
401426593,2022,9,Rice,Charlotte,False
401426594,2022,9,Florida International,Louisiana Tech,False
401426595,2022,9,Florida Atlantic,UAB,False
401426596,2022,9,UTEP,Middle Tennessee,False
401426597,2022,9,Western Kentucky,North Texas,False
401462518,2022,9,Tarleton,Sam Houston,False
401403932,2022,10,Arkansas,Liberty,False
401403933,2022,10,Georgia,Tennessee,False
401403934,2022,10,LSU,Alabama,False
401403935,2022,10,Mississippi State,Auburn,False
401403936,2022,10,Missouri,Kentucky,False
401403937,2022,10,Texas A&M,Florida,False
401403938,2022,10,Vanderbilt,South Carolina,False
401404027,2022,10,Utah,Arizona,False
401404028,2022,10,Arizona State,UCLA,False
401404029,2022,10,USC,California,False
401404030,2022,10,Colorado,Oregon,False
401404031,2022,10,Washington,Oregon State,False
401404032,2022,10,Stanford,Washington State,False
401404104,2022,10,Oklahoma,Baylor,False
401404105,2022,10,Iowa State,West Virginia,False
401404106,2022,10,Kansas,Oklahoma State,False
401404107,2022,10,Kansas State,Texas,False
401404108,2022,10,TCU,Texas Tech,False
401404130,2022,10,Notre Dame,Clemson,False
401404141,2022,10,Army,Air Force,True
401404155,2022,10,UConn,Massachusetts,False
401405127,2022,10,Illinois,Michigan State,False
401405128,2022,10,Nebraska,Minnesota,False
401405129,2022,10,Northwestern,Ohio State,False
401405130,2022,10,Purdue,Iowa,False
401405131,2022,10,Wisconsin,Maryland,False
401405132,2022,10,Indiana,Penn State,False
401405133,2022,10,Rutgers,Michigan,False
401411151,2022,10,Boston College,Duke,False
401411152,2022,10,Louisville,James Madison,False
401411153,2022,10,Miami,Florida State,False
401411154,2022,10,NC State,Wake Forest,False
401411155,2022,10,Pittsburgh,Syracuse,False
401411156,2022,10,Virginia,North Carolina,False
401411157,2022,10,Virginia Tech,Georgia Tech,False
401415250,2022,10,Boise State,BYU,False
401415251,2022,10,San José State,Colorado State,False
401415252,2022,10,Utah State,New Mexico,False
401415253,2022,10,Fresno State,Hawai'i,False
401415254,2022,10,San Diego State,UNLV,False
401415648,2022,10,Temple,South Florida,False
401415649,2022,10,Tulsa,Tulane,False
401415650,2022,10,Cincinnati,Navy,False
401415651,2022,10,Memphis,UCF,False
401415652,2022,10,SMU,Houston,False
401416632,2022,10,Kent State,Ball State,False
401416633,2022,10,Ohio,Buffalo,False
401416634,2022,10,Northern Illinois,Central Michigan,False
401416635,2022,10,Bowling Green,Western Michigan,False
401418650,2022,10,UT Martin,Kennesaw State,False
401420813,2022,10,South Dakota,Missouri State,False
401420838,2022,10,Western Illinois,North Dakota State,False
401424410,2022,10,Delaware,Monmouth,False
401425457,2022,10,Weber State,Sacramento State,False
401426364,2022,10,Coastal Carolina,Appalachian State,False
401426365,2022,10,Georgia Southern,South Alabama,False
401426366,2022,10,Old Dominion,Marshall,False
401426367,2022,10,Louisiana,Troy,False
401426368,2022,10,UL Monroe,Texas State,False
401426369,2022,10,Southern Miss,Georgia State,False
401426598,2022,10,Charlotte,Western Kentucky,False
401426599,2022,10,North Texas,Florida International,False
401426600,2022,10,Louisiana Tech,Middle Tennessee,False
401426601,2022,10,Rice,UTEP,False
401426602,2022,10,UAB,UTSA,False
401403939,2022,11,Arkansas,LSU,False
401403940,2022,11,Auburn,Texas A&M,False
401403941,2022,11,Florida,South Carolina,False
401403942,2022,11,Kentucky,Vanderbilt,False
401403943,2022,11,Ole Miss,Alabama,False
401403944,2022,11,Mississippi State,Georgia,False
401403945,2022,11,Tennessee,Missouri,False
401404033,2022,11,USC,Colorado,False
401404034,2022,11,UCLA,Arizona,False
401404035,2022,11,Washington State,Arizona State,False
401404036,2022,11,Oregon State,California,False
401404037,2022,11,Oregon,Washington,False
401404038,2022,11,Utah,Stanford,False
401404109,2022,11,Baylor,Kansas State,False
401404110,2022,11,Oklahoma State,Iowa State,False
401404111,2022,11,Texas Tech,Kansas,False
401404112,2022,11,West Virginia,Oklahoma,False
401404113,2022,11,Texas,TCU,False
401404131,2022,11,Navy,Notre Dame,True
401404142,2022,11,Troy,Army,False
401404156,2022,11,UConn,Liberty,False
401405134,2022,11,Illinois,Purdue,False
401405135,2022,11,Iowa,Wisconsin,False
401405136,2022,11,Minnesota,Northwestern,False
401405137,2022,11,Michigan,Nebraska,False
401405138,2022,11,Michigan State,Rutgers,False
401405139,2022,11,Ohio State,Indiana,False
401405140,2022,11,Penn State,Maryland,False
401409241,2022,11,New Mexico State,Lamar,False
401411158,2022,11,Clemson,Louisville,False
401411159,2022,11,Duke,Virginia Tech,False
401411160,2022,11,Georgia Tech,Miami,False
401411161,2022,11,NC State,Boston College,False
401411162,2022,11,Syracuse,Florida State,False
401411163,2022,11,Virginia,Pittsburgh,False
401411164,2022,11,Wake Forest,North Carolina,False
401413222,2022,11,Jacksonville State,Eastern Kentucky,False
401414784,2022,11,Arkansas State,Massachusetts,False
401415255,2022,11,Nevada,Boise State,False
401415256,2022,11,Air Force,New Mexico,False
401415257,2022,11,Hawai'i,Utah State,False
401415258,2022,11,Colorado State,Wyoming,False
401415259,2022,11,UNLV,Fresno State,False
401415260,2022,11,San Diego State,San José State,False
401415653,2022,11,Memphis,Tulsa,False
401415654,2022,11,Cincinnati,East Carolina,False
401415655,2022,11,Houston,Temple,False
401415656,2022,11,South Florida,SMU,False
401415657,2022,11,Tulane,UCF,False
401416636,2022,11,Toledo,Ball State,False
401416637,2022,11,Akron,Eastern Michigan,False
401416638,2022,11,Miami (OH),Ohio,False
401416639,2022,11,Western Michigan,Northern Illinois,False
401416640,2022,11,Central Michigan,Buffalo,False
401416641,2022,11,Bowling Green,Kent State,False
401418636,2022,11,Kennesaw State,Austin Peay,False
401418790,2022,11,Sam Houston,Abilene Christian,False
401420814,2022,11,Missouri State,Youngstown State,False
401420839,2022,11,Southern Illinois,North Dakota State,False
401424447,2022,11,Delaware,Richmond,False
401425458,2022,11,Portland State,Sacramento State,False
401426370,2022,11,Louisiana,Georgia Southern,False
401426371,2022,11,Coastal Carolina,Southern Miss,False
401426372,2022,11,Georgia State,UL Monroe,False
401426373,2022,11,Marshall,Appalachian State,False
401426374,2022,11,Old Dominion,James Madison,False
401426375,2022,11,South Alabama,Texas State,False
401426603,2022,11,Middle Tennessee,Charlotte,False
401426604,2022,11,Florida International,Florida Atlantic,False
401426605,2022,11,UTSA,Louisiana Tech,False
401426606,2022,11,UAB,North Texas,False
401426607,2022,11,Western Kentucky,Rice,False
401403946,2022,12,Alabama,Austin Peay,False
401403947,2022,12,Arkansas,Ole Miss,False
401403949,2022,12,Kentucky,Georgia,False
401403951,2022,12,Mississippi State,East Tennessee State,False
401403952,2022,12,Missouri,New Mexico State,False
401403953,2022,12,South Carolina,Tennessee,False
401403954,2022,12,Texas A&M,Massachusetts,False
401403955,2022,12,Vanderbilt,Florida,False
401404039,2022,12,Arizona,Washington State,False
401404040,2022,12,Arizona State,Oregon State,False
401404041,2022,12,California,Stanford,False
401404042,2022,12,Washington,Colorado,False
401404043,2022,12,Oregon,Utah,False
401404044,2022,12,UCLA,USC,False
401404114,2022,12,Baylor,TCU,False
401404115,2022,12,Iowa State,Texas Tech,False
401404116,2022,12,Kansas,Texas,False
401404117,2022,12,West Virginia,Kansas State,False
401404118,2022,12,Oklahoma,Oklahoma State,False
401404132,2022,12,Notre Dame,Boston College,False
401404143,2022,12,Army,UConn,False
401404165,2022,12,Liberty,Virginia Tech,False
401405141,2022,12,Minnesota,Iowa,False
401405142,2022,12,Nebraska,Wisconsin,False
401405143,2022,12,Purdue,Northwestern,False
401405144,2022,12,Maryland,Ohio State,False
401405145,2022,12,Michigan,Illinois,False
401405146,2022,12,Michigan State,Indiana,False
401405147,2022,12,Rutgers,Penn State,False
401411165,2022,12,Clemson,Miami,False
401411166,2022,12,Florida State,Louisiana,False
401411167,2022,12,Louisville,NC State,False
401411168,2022,12,North Carolina,Georgia Tech,False
401411169,2022,12,Pittsburgh,Duke,False
401411171,2022,12,Wake Forest,Syracuse,False
401413223,2022,12,Central Arkansas,Jacksonville State,False
401415185,2022,12,Sacramento State,UC Davis,False
401415261,2022,12,Wyoming,Boise State,False
401415262,2022,12,Air Force,Colorado State,False
401415263,2022,12,Nevada,Fresno State,False
401415264,2022,12,New Mexico,San Diego State,False
401415265,2022,12,Utah State,San José State,False
401415266,2022,12,Hawai'i,UNLV,False
401415658,2022,12,Tulane,SMU,False
401415659,2022,12,Tulsa,South Florida,False
401415660,2022,12,East Carolina,Houston,False
401415661,2022,12,UCF,Navy,False
401415662,2022,12,Memphis,North Alabama,False
401415663,2022,12,Temple,Cincinnati,False
401416642,2022,12,Toledo,Bowling Green,False
401416643,2022,12,Ball State,Ohio,False
401416644,2022,12,Kent State,Eastern Michigan,False
401416645,2022,12,Central Michigan,Western Michigan,False
401416646,2022,12,Northern Illinois,Miami (OH),False
401416647,2022,12,Buffalo,Akron,False
401418643,2022,12,Eastern Kentucky,Kennesaw State,False
401418844,2022,12,Indiana State,Missouri State,False
401420820,2022,12,North Dakota State,North Dakota,False
401420863,2022,12,BYU,Utah Tech,False
401420872,2022,12,Sam Houston,Southern Utah,False
401424451,2022,12,Villanova,Delaware,False
401426376,2022,12,Appalachian State,Old Dominion,False
401426377,2022,12,Georgia Southern,Marshall,False
401426378,2022,12,James Madison,Georgia State,False
401426379,2022,12,Southern Miss,South Alabama,False
401426380,2022,12,Texas State,Arkansas State,False
401426381,2022,12,Troy,UL Monroe,False
401426608,2022,12,Charlotte,Louisiana Tech,False
401426609,2022,12,UTEP,Florida International,False
401426610,2022,12,Middle Tennessee,Florida Atlantic,False
401426611,2022,12,Rice,UTSA,False
401426612,2022,12,LSU,UAB,False
401426613,2022,12,Auburn,Western Kentucky,False
401403956,2022,13,Ole Miss,Mississippi State,False
401403957,2022,13,Alabama,Auburn,False
401403958,2022,13,Florida State,Florida,False
401403959,2022,13,Georgia,Georgia Tech,False
401403960,2022,13,Kentucky,Louisville,False
401403961,2022,13,Missouri,Arkansas,False
401403962,2022,13,Clemson,South Carolina,False
401403963,2022,13,Texas A&M,LSU,False
401403964,2022,13,Vanderbilt,Tennessee,False
401404045,2022,13,Arizona,Arizona State,False
401404046,2022,13,California,UCLA,False
401404047,2022,13,Oregon State,Oregon,False
401404048,2022,13,Colorado,Utah,False
401404049,2022,13,Stanford,BYU,False
401404051,2022,13,Washington State,Washington,False
401404119,2022,13,Texas,Baylor,False
401404120,2022,13,TCU,Iowa State,False
401404121,2022,13,Kansas State,Kansas,False
401404122,2022,13,Texas Tech,Oklahoma,False
401404123,2022,13,Oklahoma State,West Virginia,False
401404133,2022,13,USC,Notre Dame,False
401404144,2022,13,Massachusetts,Army,False
401404166,2022,13,Liberty,New Mexico State,False
401405148,2022,13,Iowa,Nebraska,False
401405149,2022,13,Northwestern,Illinois,False
401405150,2022,13,Wisconsin,Minnesota,False
401405151,2022,13,Indiana,Purdue,False
401405152,2022,13,Maryland,Rutgers,False
401405153,2022,13,Ohio State,Michigan,False
401405154,2022,13,Penn State,Michigan State,False
401411172,2022,13,North Carolina,NC State,False
401411173,2022,13,Boston College,Syracuse,False
401411174,2022,13,Duke,Wake Forest,False
401411175,2022,13,Miami,Pittsburgh,False
401415267,2022,13,San Diego State,Air Force,False
401415268,2022,13,Colorado State,New Mexico,False
401415269,2022,13,Boise State,Utah State,False
401415270,2022,13,Fresno State,Wyoming,False
401415271,2022,13,San José State,Hawai'i,False
401415272,2022,13,UNLV,Nevada,False
401415664,2022,13,Temple,East Carolina,False
401415665,2022,13,Cincinnati,Tulane,False
401415666,2022,13,SMU,Memphis,False
401415667,2022,13,South Florida,UCF,False
401415668,2022,13,Houston,Tulsa,False
401416648,2022,13,Miami (OH),Ball State,False
401416649,2022,13,Ohio,Bowling Green,False
401416650,2022,13,Eastern Michigan,Central Michigan,False
401416651,2022,13,Western Michigan,Toledo,False
401416652,2022,13,Northern Illinois,Akron,False
401416653,2022,13,Buffalo,Kent State,False
401426382,2022,13,Georgia Southern,Appalachian State,False
401426383,2022,13,James Madison,Coastal Carolina,False
401426384,2022,13,Arkansas State,Troy,False
401426385,2022,13,UL Monroe,Southern Miss,False
401426386,2022,13,Texas State,Louisiana,False
401426389,2022,13,South Alabama,Old Dominion,False
401426390,2022,13,Marshall,Georgia State,False
401426614,2022,13,Florida International,Middle Tennessee,False
401426615,2022,13,Florida Atlantic,Western Kentucky,False
401426616,2022,13,Louisiana Tech,UAB,False
401426617,2022,13,North Texas,Rice,False
401426618,2022,13,UTSA,UTEP,False
401505430,2022,13,Delaware,St. Francis (PA),False
401437008,2022,14,Tulane,UCF,False
401437009,2022,14,North Carolina,Clemson,True
401437030,2022,14,TCU,Kansas State,True
401437031,2022,14,Michigan,Purdue,True
401437032,2022,14,UTSA,North Texas,False
401437033,2022,14,Ohio,Toledo,True
401437034,2022,14,Boise State,Fresno State,False
401437035,2022,14,USC,Utah,True
401437036,2022,14,Georgia,LSU,True
401437037,2022,14,Troy,Coastal Carolina,False
401506450,2022,14,Buffalo,Akron,False
401506577,2022,14,Sacramento State,Richmond,False
401506578,2022,14,South Dakota State,Delaware,False
401506690,2022,14,North Dakota State,Montana,False
401507088,2022,14,New Mexico State,Valparaiso,False
401404145,2022,15,Army,Navy,True
401507650,2022,15,North Dakota State,Samford,False
401507652,2022,15,Sacramento State,Incarnate Word,False
401520145,2023,1,Jacksonville State,UTEP,False
401520146,2023,1,Louisiana Tech,Florida International,False
401520147,2023,1,Vanderbilt,Hawai'i,False
401520148,2023,1,Minnesota,Nebraska,False
401520149,2023,1,Alabama,Middle Tennessee,False
401520150,2023,1,Arkansas,Western Carolina,False
401520151,2023,1,Auburn,Massachusetts,False
401520152,2023,1,BYU,Sam Houston,False
401520153,2023,1,Florida International,Maine,False
401520154,2023,1,Georgia,UT Martin,False
401520155,2023,1,Illinois,Toledo,False
401520156,2023,1,Indiana,Ohio State,False
401520157,2023,1,Iowa,Utah State,False
401520158,2023,1,Jacksonville State,East Tennessee State,False
401520159,2023,1,Kentucky,Ball State,False
401520160,2023,1,Liberty,Bowling Green,False
401520161,2023,1,Maryland,Towson,False
401520162,2023,1,Michigan,East Carolina,False
401520163,2023,1,Michigan State,Central Michigan,False
401520164,2023,1,Mississippi State,SE Louisiana,False
401520165,2023,1,Missouri,South Dakota,False
401520166,2023,1,New Mexico State,Western Illinois,False
401520167,2023,1,South Carolina,North Carolina,True
401520168,2023,1,Ole Miss,Mercer,False
401520169,2023,1,Penn State,West Virginia,False
401520170,2023,1,Purdue,Fresno State,False
401520171,2023,1,Rutgers,Northwestern,False
401520172,2023,1,SMU,Louisiana Tech,False
401520173,2023,1,Texas A&M,New Mexico,False
401520174,2023,1,UConn,NC State,False
401520175,2023,1,UL Monroe,Army,False
401520176,2023,1,Utah,Florida,False
401520177,2023,1,UTEP,Incarnate Word,False
401520178,2023,1,Vanderbilt,Alabama A&M,False
401520179,2023,1,Tennessee,Virginia,True
401520180,2023,1,Wisconsin,Buffalo,False
401520181,2023,1,Western Kentucky,South Florida,False
401520182,2023,1,Florida State,LSU,True
401523986,2023,1,USC,San José State,False
401523987,2023,1,Arizona State,Southern Utah,False
401523988,2023,1,Hawai'i,Stanford,False
401523989,2023,1,Arizona,Northern Arizona,False
401523990,2023,1,Colorado State,Washington State,False
401523991,2023,1,North Texas,California,False
401523992,2023,1,Oregon,Portland State,False
401523994,2023,1,TCU,Colorado,False
401523995,2023,1,UCLA,Coastal Carolina,False
401523996,2023,1,USC,Nevada,False
401523997,2023,1,Washington,Boise State,False
401525434,2023,1,Notre Dame,Navy,True
401525435,2023,1,Notre Dame,Tennessee State,False
401525450,2023,1,New Mexico State,Massachusetts,False
401525461,2023,1,Wake Forest,Elon,False
401525462,2023,1,Georgia Tech,Louisville,True
401525463,2023,1,Miami,Miami (OH),False
401525464,2023,1,Boston College,Northern Illinois,False
401525465,2023,1,Pittsburgh,Wofford,False
401525466,2023,1,Syracuse,Colgate,False
401525467,2023,1,Virginia Tech,Old Dominion,False
401525468,2023,1,Duke,Clemson,False
401525815,2023,1,Kansas,Missouri State,False
401525816,2023,1,UCF,Kent State,False
401525817,2023,1,Baylor,Texas State,False
401525818,2023,1,Cincinnati,Eastern Kentucky,False
401525819,2023,1,Houston,UTSA,False
401525820,2023,1,Iowa State,Northern Iowa,False
401525821,2023,1,Kansas State,Southeast Missouri State,False
401525822,2023,1,Oklahoma,Arkansas State,False
401525823,2023,1,Oklahoma State,Central Arkansas,False
401525824,2023,1,Texas,Rice,False
401525825,2023,1,Wyoming,Texas Tech,False
401531337,2023,1,Tulsa,Arkansas-Pine Bluff,False
401531347,2023,1,Tulane,South Alabama,False
401531377,2023,1,UAB,North Carolina A&T,False
401531387,2023,1,Temple,Akron,False
401531402,2023,1,Charlotte,South Carolina State,False
401531418,2023,1,Florida Atlantic,Monmouth,False
401531426,2023,1,Memphis,Bethune-Cookman,False
401531834,2023,1,Georgia State,Rhode Island,False
401531835,2023,1,Appalachian State,Gardner-Webb,False
401531836,2023,1,Georgia Southern,The Citadel,False
401531837,2023,1,James Madison,Bucknell,False
401531838,2023,1,Marshall,UAlbany,False
401531839,2023,1,Louisiana,Northwestern State,False
401531840,2023,1,Southern Miss,Alcorn State,False
401531841,2023,1,Troy,Stephen F. Austin,False
401532392,2023,1,San Diego State,Ohio,False
401532393,2023,1,Western Michigan,St. Francis (PA),False
401532394,2023,1,Eastern Michigan,Howard,False
401532395,2023,1,Ohio,Long Island University,False
401532570,2023,1,Air Force,Robert Morris,False
401532571,2023,1,San Diego State,Idaho State,False
401532572,2023,1,UNLV,Bryant,False
401532573,2023,1,San José State,Oregon State,False
401540235,2023,1,North Dakota State,Eastern Washington,True
401540285,2023,1,Nicholls,Sacramento State,False
401540323,2023,1,Stony Brook,Delaware,False
401540607,2023,1,Kennesaw State,Tusculum,False
401520183,2023,2,Alabama,Texas,False
401520184,2023,2,Arkansas,Kent State,False
401520185,2023,2,Army,Delaware State,False
401520186,2023,2,California,Auburn,False
401520187,2023,2,Coastal Carolina,Jacksonville State,False
401520188,2023,2,Colorado,Nebraska,False
401520189,2023,2,Florida International,North Texas,False
401520190,2023,2,Florida,McNeese,False
401520191,2023,2,Georgia,Ball State,False
401520192,2023,2,Georgia State,UConn,False
401520193,2023,2,Indiana,Indiana State,False
401520194,2023,2,Iowa State,Iowa,False
401520195,2023,2,Kansas,Illinois,False
401520196,2023,2,Kentucky,Eastern Kentucky,False
401520197,2023,2,Louisiana Tech,Northwestern State,False
401520198,2023,2,Liberty,New Mexico State,False
401520199,2023,2,LSU,Grambling,False
401520200,2023,2,Maryland,Charlotte,False
401520201,2023,2,Miami,Texas A&M,False
401520202,2023,2,Michigan,UNLV,False
401520203,2023,2,Michigan State,Richmond,False
401520204,2023,2,Minnesota,Eastern Michigan,False
401520205,2023,2,Mississippi State,Arizona,False
401520206,2023,2,Missouri,Middle Tennessee,False
401520207,2023,2,Northwestern,UTEP,False
401520208,2023,2,Ohio State,Youngstown State,False
401520209,2023,2,Penn State,Delaware,False
401520210,2023,2,Rutgers,Temple,False
401520211,2023,2,Sam Houston,Air Force,True
401520212,2023,2,South Carolina,Furman,False
401520213,2023,2,Tennessee,Austin Peay,False
401520214,2023,2,Tulane,Ole Miss,False
401520215,2023,2,Virginia Tech,Purdue,False
401520216,2023,2,Wake Forest,Vanderbilt,False
401520217,2023,2,Washington State,Wisconsin,False
401520218,2023,2,Western Kentucky,Houston Christian,False
401523998,2023,2,Arizona State,Oklahoma State,False
401523999,2023,2,Baylor,Utah,False
401524000,2023,2,Oregon State,UC Davis,False
401524001,2023,2,San Diego State,UCLA,False
401524002,2023,2,Texas Tech,Oregon,False
401524003,2023,2,USC,Stanford,False
401524004,2023,2,Washington,Tulsa,False
401525436,2023,2,NC State,Notre Dame,False
401525469,2023,2,Louisville,Murray State,False
401525490,2023,2,Boston College,Holy Cross,False
401525491,2023,2,Clemson,Charleston Southern,False
401525492,2023,2,Duke,Lafayette,False
401525493,2023,2,Florida State,Southern Miss,False
401525494,2023,2,Georgia Tech,South Carolina State,False
401525495,2023,2,North Carolina,Appalachian State,False
401525496,2023,2,Pittsburgh,Cincinnati,False
401525497,2023,2,Syracuse,Western Michigan,False
401525498,2023,2,Virginia,James Madison,False
401525827,2023,2,Boise State,UCF,False
401525828,2023,2,BYU,Southern Utah,False
401525829,2023,2,Kansas State,Troy,False
401525830,2023,2,Oklahoma,SMU,False
401525831,2023,2,Rice,Houston,False
401525832,2023,2,TCU,Nicholls,False
401525833,2023,2,West Virginia,Duquesne,False
401526833,2023,2,Massachusetts,Miami (OH),False
401531378,2023,2,Georgia Southern,UAB,False
401531395,2023,2,UTSA,Texas State,False
401531411,2023,2,East Carolina,Marshall,False
401531419,2023,2,Florida Atlantic,Ohio,False
401531422,2023,2,South Florida,Florida A&M,False
401531427,2023,2,Arkansas State,Memphis,False
401531432,2023,2,Navy,Wagner,False
401531842,2023,2,Old Dominion,Louisiana,False
401531843,2023,2,UL Monroe,Lamar,False
401531844,2023,2,South Alabama,SE Louisiana,False
401532396,2023,2,Central Michigan,New Hampshire,False
401532397,2023,2,Northern Illinois,Southern Illinois,False
401532398,2023,2,Toledo,Texas Southern,False
401532399,2023,2,Akron,Morgan State,False
401532400,2023,2,Bowling Green,Eastern Illinois,False
401532401,2023,2,Buffalo,Fordham,False
401532574,2023,2,Fresno State,Eastern Washington,False
401532575,2023,2,Hawai'i,UAlbany,False
401532576,2023,2,Nevada,Idaho,False
